Return Order No,Cust Return Created Date,JioCode,SELLER_SKU,EAN,Category,Brand,Return QTY,Return Value,Return Reason,Return Sub reason,Return type,Listing Name,Image URL
RT109635293,Sat Apr 29 09:28:57 IST 2023,4.62419E+11,LWHK2020103,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,993,Defective/Damage Product received,Received damaged,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20220530/NMi9/6294ac42f997dd03e245abe2/-462418629-grey-MODEL.jpg
RT109541455,Fri Apr 28 18:24:24 IST 2023,4.62418E+11,LWOB19201079,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Did not like the product,Not happy with product quality,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/VUkz/6294ac5aaeb26921aff33da1/-462418269-brown-MODEL.jpg
RT109517979,Fri Apr 28 17:52:51 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Did not like the product,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT109475321,Thu Apr 27 23:19:13 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,534,Defective/Damage Product received,Received defective merchandise,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT109409917,Thu Apr 27 20:04:16 IST 2023,4.62419E+11,LWHK2020102,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,840,Did not like the product,Did not like color,RVP,Textured Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/5MLl/6294ac4ff997dd03e245adc1/-462418613-black-MODEL.jpg
RT109393646,Thu Apr 27 15:26:19 IST 2023,4.62418E+11,LWOB19201079,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,882,Did not like the product,Not happy with product quality,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/VUkz/6294ac5aaeb26921aff33da1/-462418269-brown-MODEL.jpg
RT109287247,Thu Apr 27 10:14:11 IST 2023,4.62462E+11,LWWC16176140,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,486,Others,Others,Self Ship Without Shipping Charge,Unisex 6 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/OCbk/6294ac55f997dd03e245aec4/-462462246-black-MODEL.jpg
RT109318703,Wed Apr 26 20:42:32 IST 2023,4.62418E+11,LWOB19201079,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Did not like the product,Not happy with product quality,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/VUkz/6294ac5aaeb26921aff33da1/-462418269-brown-MODEL.jpg
RT109261257,Wed Apr 26 13:52:41 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,366,Others,Others,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT109213938,Wed Apr 26 12:07:09 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,534,Did not like the product,Does not look good on me,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT109217764,Wed Apr 26 11:19:44 IST 2023,4.62418E+11,LWOB19201084,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,882,Did not like the product,Not happy with product quality,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/3MUr/6294acbaf997dd03e245bb5b/-462418267-multi-MODEL.jpg
RT109183878,Tue Apr 25 22:40:39 IST 2023,4.62291E+11,LWSB20213019,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Did not like the product,Not happy with product quality,RVP,Textured Sling Bag with Metal Accent,https://assets.ajio.com/medias/sys_master/root/20220530/aybC/6294ac27aeb26921aff33652/-462291061-brown-MODEL.jpg
RT109185050,Tue Apr 25 18:46:07 IST 2023,4.62277E+11,LWSB20213026,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Defective/Damage Product received,Product torn worn out,RVP,Messenger Bag with Embossed Logo,https://assets.ajio.com/medias/sys_master/root/20220530/9QBv/6294ac1aaeb26921aff33477/-462277476-brown-MODEL.jpg
RT109123569,Tue Apr 25 17:29:13 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Does not look good on me,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT109100617,Tue Apr 25 15:24:14 IST 2023,4.62419E+11,LWHK2020103,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,993,Defective/Damage Product received,Received defective merchandise,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20220530/NMi9/6294ac42f997dd03e245abe2/-462418629-grey-MODEL.jpg
RT109095354,Tue Apr 25 13:03:10 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,878,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT109073883,Tue Apr 25 12:22:30 IST 2023,4.62588E+11,LWBP20213013,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,519,Wrong Item Shipped ,Wrong color delivered,RVP,Textured Messenger Bag,https://assets.ajio.com/medias/sys_master/root/20220530/2mNg/6294acc6f997dd03e245bcda/-462588222-grey-MODEL.jpg
RT108932580,Mon Apr 24 14:44:16 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Did not like color,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT108910840,Mon Apr 24 13:24:16 IST 2023,4.62419E+11,LWHK2020102,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,668,Others,Found better product,RVP,Textured Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/5MLl/6294ac4ff997dd03e245adc1/-462418613-black-MODEL.jpg
RT108918352,Mon Apr 24 11:31:12 IST 2023,4.62419E+11,LWHK2020104,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,649,Did not like the product,Does not look good on me,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/dIxc/6294acf8f997dd03e245c153/-462418636-multi-MODEL.jpg
RT108863322,Sun Apr 23 18:23:38 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Defective/Damage Product received,Received defective merchandise,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT108308891,Sun Apr 23 16:20:07 IST 2023,4.62462E+11,LWWC16176140,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,496,Others,Others,Self Ship Without Shipping Charge,Unisex 6 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/OCbk/6294ac55f997dd03e245aec4/-462462246-black-MODEL.jpg
RT108851244,Sun Apr 23 15:10:07 IST 2023,4.624E+11,LWHK2020105,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,630,Wrong Item Shipped ,Wrong color delivered,RVP,Typography Print Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/OUYB/6294ac0ff997dd03e245a449/-462400209-blue-MODEL.jpg
RT108804635,Sun Apr 23 10:20:08 IST 2023,4.62418E+11,LWOB19201084,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,882,Defective/Damage Product received,Product torn worn out,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/3MUr/6294acbaf997dd03e245bb5b/-462418267-multi-MODEL.jpg
RT108756323,Sat Apr 22 17:44:42 IST 2023,4.62418E+11,LWOB19201072,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,710,Did not like the product,Not happy with product quality,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/R4lD/6294ac3cf997dd03e245aafa/-462418315-brown-MODEL.jpg
RT108725715,Sat Apr 22 15:46:50 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,878,Defective/Damage Product received,Received defective merchandise,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT108727416,Sat Apr 22 14:14:57 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Size/Colour Issue,Want to change style color,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT108691400,Sat Apr 22 07:30:27 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,366,Did not like the product,Not happy with product quality,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT108664928,Sat Apr 22 02:25:49 IST 2023,4.62418E+11,LWOB19201084,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,882,Did not like the product,Does not look good on me,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/3MUr/6294acbaf997dd03e245bb5b/-462418267-multi-MODEL.jpg
RT108630606,Fri Apr 21 18:47:03 IST 2023,4.62501E+11,FLYSB202102,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,366,Wrong Item Shipped ,Different product delivered,RVP,Colourblock Messenger Bag,https://assets.ajio.com/medias/sys_master/root/20220530/9sZT/6294ac69f997dd03e245b11e/-462501030-black-MODEL.jpg
RT108616849,Fri Apr 21 18:45:37 IST 2023,4.62389E+11,LWBP19203067,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,702,Size/Colour Issue,Does not fit well,RVP,Textured Everyday Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/U1Qt/6294ac62f997dd03e245b05f/-462389205-brown-MODEL.jpg
RT108620766,Fri Apr 21 18:38:44 IST 2023,4.62419E+11,LWHK2020103,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,668,Size/Colour Issue,Size is smaller than expected,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20220530/NMi9/6294ac42f997dd03e245abe2/-462418629-grey-MODEL.jpg
RT108306955,Fri Apr 21 17:44:55 IST 2023,4.6247E+11,LWWC16176107,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,748,Others,Different product delivered,RVP, Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/I55l/6294acfef997dd03e245c213/-462469791-brown-MODEL.jpg
RT108605796,Fri Apr 21 17:19:39 IST 2023,4.62419E+11,LWHK2020104,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,630,Size/Colour Issue,Want to change style color,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/dIxc/6294acf8f997dd03e245c153/-462418636-multi-MODEL.jpg
RT108570840,Fri Apr 21 12:29:15 IST 2023,4.624E+11,LWHK2020105,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,630,Defective/Damage Product received,Received damaged,RVP,Typography Print Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/OUYB/6294ac0ff997dd03e245a449/-462400209-blue-MODEL.jpg
RT108505537,Fri Apr 21 11:43:13 IST 2023,4.62211E+11,LWSB20213025,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Others,Did not like the product,RVP,Sling Bag with Flap,https://assets.ajio.com/medias/sys_master/root/20220530/me9c/6294abf7f997dd03e245a03c/-462210682-brown-MODEL.jpg
RT108562569,Fri Apr 21 10:42:42 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Size/Colour Issue,Size is larger than expected,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT108573483,Fri Apr 21 10:23:06 IST 2023,4.624E+11,LWHK2020105,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,630,Defective/Damage Product received,Color faded washed out,RVP,Typography Print Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/OUYB/6294ac0ff997dd03e245a449/-462400209-blue-MODEL.jpg
RT108468376,Thu Apr 20 15:03:43 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,878,Defective/Damage Product received,Product torn worn out,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT108462011,Thu Apr 20 13:00:57 IST 2023,4.62591E+11,LWOB202103,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,882,Defective/Damage Product received,Received damaged,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT108446343,Thu Apr 20 12:51:43 IST 2023,4.62462E+11,LWWC16176140,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,496,Others,Others,Self Ship Without Shipping Charge,Unisex 6 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/OCbk/6294ac55f997dd03e245aec4/-462462246-black-MODEL.jpg
RT108425819,Thu Apr 20 12:02:09 IST 2023,4.62389E+11,LWBP19203082,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,733,Did not like the product,Not happy with product quality,RVP,Textured Back Pack Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/n0fv/6294ac2daeb26921aff33741/-462389013-black-MODEL.jpg
RT108443259,Thu Apr 20 09:53:01 IST 2023,4.6233E+11,LWDB19204084,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,848,Did not like the product,Not happy with product quality,RVP,Textured Duffle Bag,https://assets.ajio.com/medias/sys_master/root/20220530/NuhH/6294ac4eaeb26921aff33bcd/-462329710-brown-MODEL.jpg
RT108440108,Thu Apr 20 07:47:49 IST 2023,4.62418E+11,LWOB19201072,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,710,Others,Others,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/R4lD/6294ac3cf997dd03e245aafa/-462418315-brown-MODEL.jpg
RT108382122,Wed Apr 19 19:00:46 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,878,Did not like the product,Did not like the product,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT108333318,Wed Apr 19 14:44:15 IST 2023,4.62389E+11,LWBP19203082,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,733,Size/Colour Issue,Size is smaller than expected,RVP,Textured Back Pack Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/n0fv/6294ac2daeb26921aff33741/-462389013-black-MODEL.jpg
RT108332222,Wed Apr 19 14:11:41 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,366,Defective/Damage Product received,Received damaged,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT108294064,Wed Apr 19 06:41:57 IST 2023,4.62582E+11,FLYOB202109,8.90547E+12,Men-Laptop Bags,FLY FASHION,1,649,Did not like the product,Not happy with product quality,RVP,Laptop Messenger Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/O5E0/6294ace6f997dd03e245bf27/-462581881-blue-MODEL.jpg
RT108173948,Tue Apr 18 21:09:48 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,733,Did not like the product,Not happy with product quality,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT108169376,Tue Apr 18 17:18:02 IST 2023,4.62501E+11,FLYSB202102,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,366,Did not like the product,Does not look good on me,RVP,Colourblock Messenger Bag,https://assets.ajio.com/medias/sys_master/root/20220530/9sZT/6294ac69f997dd03e245b11e/-462501030-black-MODEL.jpg
RT108133896,Tue Apr 18 15:34:08 IST 2023,4.6233E+11,LWDB19204084,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,848,Did not like the product,Not happy with product quality,RVP,Textured Duffle Bag,https://assets.ajio.com/medias/sys_master/root/20220530/NuhH/6294ac4eaeb26921aff33bcd/-462329710-brown-MODEL.jpg
RT107995938,Mon Apr 17 18:59:46 IST 2023,4.62419E+11,LWHK2020103,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,668,Size/Colour Issue,Size is smaller than expected,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20220530/NMi9/6294ac42f997dd03e245abe2/-462418629-grey-MODEL.jpg
RT107980742,Mon Apr 17 16:20:33 IST 2023,4.62507E+11,LWWP2101,8.90537E+12,Men-Sports & Utility Bag,FLY FASHION,1,290,Did not like the product,Did not like color,RVP,Geometric Print Satchel,https://assets.ajio.com/medias/sys_master/root/20220530/j7Vq/6294acdeaeb26921aff34cc5/-462506640-red-MODEL.jpg
RT107973565,Mon Apr 17 14:53:44 IST 2023,4.62504E+11,LWBP20213032,8.90537E+12,Men-Backpacks,FLY FASHION,1,802,Did not like the product,Not happy with product quality,RVP,Colourblock Laptop Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/dMPW/6294ac9faeb26921aff3462a/-462504160-black-MODEL.jpg
RT107938520,Mon Apr 17 08:44:55 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Size/Colour Issue,Want to change style color,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT107951247,Mon Apr 17 08:35:35 IST 2023,4.62451E+11,LWTP202102,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,366,Defective/Damage Product received,Received defective merchandise,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/xB7x/6294ac5cf997dd03e245af9a/-462451177-brown-MODEL.jpg
RT107927118,Sun Apr 16 21:42:11 IST 2023,4.62389E+11,LWBP19203067,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,702,Size/Colour Issue,Does not fit well,RVP,Textured Everyday Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/U1Qt/6294ac62f997dd03e245b05f/-462389205-brown-MODEL.jpg
RT107931032,Sun Apr 16 21:39:58 IST 2023,4.62364E+11,LWDB16174099,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,366,Did not like the product,Not happy with product quality,RVP,Textured Overnighter Bag,https://assets.ajio.com/medias/sys_master/root/20220530/0DHa/6294ac3aaeb26921aff3391d/-462364178-brown-MODEL.jpg
RT107908356,Sun Apr 16 18:57:59 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Size/Colour Issue,Does not fit well,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT107893405,Sun Apr 16 17:40:36 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Size/Colour Issue,Size is smaller than expected,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT107904021,Sun Apr 16 16:46:18 IST 2023,4.624E+11,LWHK2020105,8.90537E+12,Men-Backpacks,LEATHER WORLD,2,1260,Others,Others,RVP,Typography Print Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/OUYB/6294ac0ff997dd03e245a449/-462400209-blue-MODEL.jpg
RT107873481,Sun Apr 16 14:31:03 IST 2023,4.62419E+11,LWHK2020103,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,668,Did not like the product,Not happy with product quality,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20220530/NMi9/6294ac42f997dd03e245abe2/-462418629-grey-MODEL.jpg
RT107865058,Sun Apr 16 12:07:16 IST 2023,4.62591E+11,LWOB2021004,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,882,Defective/Damage Product received,Received damaged,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT107846629,Sun Apr 16 12:01:50 IST 2023,4.6233E+11,LWDB16174014,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,733,Size/Colour Issue,Size is larger than expected,RVP,Colourblock Travel Bag,https://assets.ajio.com/medias/sys_master/root/20220530/nSlc/6294aca8f997dd03e245b907/-462329704-blue-MODEL.jpg
RT107807653,Sat Apr 15 22:00:31 IST 2023,4.6252E+11,LWBP20213014,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Size/Colour Issue,Size is larger than expected,RVP,Textured Classic Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/hzDr/6294ac80aeb26921aff34210/-462519842-grey-MODEL.jpg
RT107813303,Sat Apr 15 21:36:52 IST 2023,4.62501E+11,FLYSB202103,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,366,Did not like the product,Not happy with product quality,RVP,Messenger Bag with Signature Branding,https://assets.ajio.com/medias/sys_master/root/20220530/k4Oe/6294acb4f997dd03e245ba90/-462501023-grey-MODEL.jpg
RT107727941,Sat Apr 15 13:55:05 IST 2023,4.62329E+11,LWOB16171120,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,733,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20220530/L7Dv/6294ac36f997dd03e245aa26/-462329286-black-MODEL.jpg
RT107747075,Sat Apr 15 12:06:05 IST 2023,4.62587E+11,FLYOB202110,8.90547E+12,Men-Laptop Bags,FLY FASHION,1,668,Others,Others,RVP,Colourblock Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20220530/8Hmp/6294acc6f997dd03e245bcd7/-462586826-black-MODEL.jpg
RT107691090,Fri Apr 14 19:48:49 IST 2023,4.6233E+11,LWDB19204084,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,848,Did not like the product,Not happy with product quality,RVP,Textured Duffle Bag,https://assets.ajio.com/medias/sys_master/root/20220530/NuhH/6294ac4eaeb26921aff33bcd/-462329710-brown-MODEL.jpg
RT107676252,Fri Apr 14 19:13:59 IST 2023,4.62418E+11,LWOB19201078,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,882,Did not like the product,Not happy with product quality,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/eMCW/6294ac76f997dd03e245b29c/-462418329-black-MODEL.jpg
RT107655408,Fri Apr 14 19:06:23 IST 2023,4.6252E+11,LWBP20213014,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Textured Classic Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/hzDr/6294ac80aeb26921aff34210/-462519842-grey-MODEL.jpg
RT107607121,Fri Apr 14 11:30:18 IST 2023,4.62389E+11,LWBP19203082,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,733,Did not like the product,Not happy with product quality,RVP,Textured Back Pack Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/n0fv/6294ac2daeb26921aff33741/-462389013-black-MODEL.jpg
RT107572145,Thu Apr 13 22:19:30 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Size/Colour Issue,Size is larger than expected,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT107555438,Thu Apr 13 21:32:15 IST 2023,4.62418E+11,LWOB19201072,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,710,Did not like the product,Not happy with product quality,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/R4lD/6294ac3cf997dd03e245aafa/-462418315-brown-MODEL.jpg
RT107500990,Thu Apr 13 20:46:59 IST 2023,4.6252E+11,LWBP20213014,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Textured Classic Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/hzDr/6294ac80aeb26921aff34210/-462519842-grey-MODEL.jpg
RT107437876,Thu Apr 13 11:02:37 IST 2023,4.62591E+11,LWOB202103,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Size/Colour Issue,Size is larger than expected,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT107457272,Thu Apr 13 10:29:27 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Defective/Damage Product received,Received damaged,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT107460096,Thu Apr 13 10:20:45 IST 2023,4.62218E+11,LWSB20213024,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Defective/Damage Product received,Received damaged,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/aOs7/6294ac00aeb26921aff33098/-462218355-black-MODEL.jpg
RT107386736,Wed Apr 12 20:34:37 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,366,Size/Colour Issue,Size is smaller than expected,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT107342582,Wed Apr 12 16:36:42 IST 2023,4.62507E+11,FLYSB202101,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,443,Did not like the product,Does not look good on me,RVP,Colourblock Messenger Bag with Adjustable Shoulder Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7crh/6294acbfaeb26921aff349d6/-462507028-blue-MODEL.jpg
