Return Order No,Cust Return Created Date,JioCode,SELLER_SKU,EAN,Category,Brand,Return QTY,Return Value,Return Reason,Return Sub reason,Return type,Listing Name,Image URL
RT99562260,Wed Feb 15 17:04:03 IST 2023,4.62423E+11,LWOB19201083,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,882,Defective/Damage Product received,Received defective merchandise,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/aJIP/6294ac86aeb26921aff342c7/-462422847-brown-MODEL.jpg
RT99540620,Wed Feb 15 15:05:13 IST 2023,4.62418E+11,LWOB19201072,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,710,Wrong Item Shipped ,Different product delivered,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/R4lD/6294ac3cf997dd03e245aafa/-462418315-brown-MODEL.jpg
RT99539539,Wed Feb 15 14:30:25 IST 2023,4.63085E+11,LWDB214103,8.90547E+12,Men-Sports & Utility Bag,LEATHER WORLD,1,687,Size/Colour Issue,Want to change style color,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT99550278,Wed Feb 15 14:20:16 IST 2023,4.62364E+11,LWDB16174099,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,366,Did not like the product,Did not like the product,RVP,Textured Overnighter Bag,https://assets.ajio.com/medias/sys_master/root/20220530/0DHa/6294ac3aaeb26921aff3391d/-462364178-brown-MODEL.jpg
RT113408112,Wed May 31 23:28:17 IST 2023,4.62218E+11,LWSB20213018,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Size/Colour Issue,Size is smaller than expected,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/1bny/6294abf9aeb26921aff32f76/-462218005-brown-MODEL.jpg
RT113408112,Wed May 31 23:28:17 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Size/Colour Issue,Size is smaller than expected,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT113347909,Wed May 31 21:22:32 IST 2023,4.624E+11,LWHK2020105,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1031,Did not like the product,Not happy with product quality,RVP,Typography Print Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/OUYB/6294ac0ff997dd03e245a449/-462400209-blue-MODEL.jpg
RT113339715,Wed May 31 18:54:15 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Does not look good on me,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT113280991,Wed May 31 11:00:38 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT113265886,Wed May 31 00:08:04 IST 2023,4.62507E+11,FLYSB202105,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,412,Size/Colour Issue,Size is larger than expected,RVP,Sling Bag with Zipper Closure,https://assets.ajio.com/medias/sys_master/root/20220530/y3jU/6294ac94f997dd03e245b66a/-462507052-black-MODEL.jpg
RT113265886,Wed May 31 00:08:04 IST 2023,4.62501E+11,FLYSB202103,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,443,Size/Colour Issue,Size is larger than expected,RVP,Messenger Bag with Signature Branding,https://assets.ajio.com/medias/sys_master/root/20220530/k4Oe/6294acb4f997dd03e245ba90/-462501023-grey-MODEL.jpg
RT113198666,Tue May 30 15:43:51 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Size/Colour Issue,Does not fit well,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT113194251,Tue May 30 12:44:05 IST 2023,4.62218E+11,LWSB20213018,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Size/Colour Issue,Size is larger than expected,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/1bny/6294abf9aeb26921aff32f76/-462218005-brown-MODEL.jpg
RT113181303,Tue May 30 11:34:31 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Does not look good on me,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT113007710,Mon May 29 17:17:41 IST 2023,4.62291E+11,LWSB20213019,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Others,Others,RVP,Textured Sling Bag with Metal Accent,https://assets.ajio.com/medias/sys_master/root/20220530/aybC/6294ac27aeb26921aff33652/-462291061-brown-MODEL.jpg
RT113059771,Mon May 29 16:58:57 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1183,Size/Colour Issue,Does not fit well,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT113086458,Mon May 29 16:22:39 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Size/Colour Issue,Size is larger than expected,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT113061280,Mon May 29 13:32:10 IST 2023,4.6245E+11,LWTP202101,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,458,Did not like the product,Does not look good on me,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/uLy3/6294acbfaeb26921aff349d8/-462450381-black-MODEL.jpg
RT113051584,Mon May 29 12:44:48 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,534,Defective/Damage Product received,Received damaged,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT113034922,Mon May 29 12:31:11 IST 2023,4.62218E+11,LWSB20213022,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,580,Did not like the product,Does not look good on me,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ImYt/6294ac00aeb26921aff3309a/-462218088-brown-MODEL.jpg
RT113034922,Mon May 29 12:31:11 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Does not look good on me,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT113048686,Mon May 29 12:28:55 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Size/Colour Issue,Want to change style color,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT113033853,Mon May 29 12:04:30 IST 2023,4.62419E+11,LWHK2020103,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,993,Size/Colour Issue,Want to change style color,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20220530/NMi9/6294ac42f997dd03e245abe2/-462418629-grey-MODEL.jpg
RT112996701,Sun May 28 18:42:20 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,412,Did not like the product,Did not like color,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT113017202,Sun May 28 18:40:24 IST 2023,4.62389E+11,LWBP19203082,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Defective/Damage Product received,Received defective merchandise,RVP,Textured Back Pack Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/n0fv/6294ac2daeb26921aff33741/-462389013-black-MODEL.jpg
RT112996129,Sun May 28 14:37:56 IST 2023,4.62218E+11,LWSB20213022,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,580,Did not like the product,Does not look good on me,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ImYt/6294ac00aeb26921aff3309a/-462218088-brown-MODEL.jpg
RT112948898,Sun May 28 11:44:44 IST 2023,4.62329E+11,LWDB19204060,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,1145,Did not like the product,Not happy with product quality,RVP,Textured Travel Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6zWF/6294ac36f997dd03e245aa2a/-462328890-black-MODEL.jpg
RT112951677,Sun May 28 10:33:17 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1183,Size/Colour Issue,Size is larger than expected,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT112946162,Sat May 27 21:19:48 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Does not look good on me,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT112921583,Sat May 27 20:19:05 IST 2023,4.62389E+11,LWBP19203082,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Did not like the product,Not happy with product quality,RVP,Textured Back Pack Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/n0fv/6294ac2daeb26921aff33741/-462389013-black-MODEL.jpg
RT112940266,Sat May 27 19:45:34 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Wrong Item Shipped ,Product not as displayed on website,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT112920319,Sat May 27 17:58:15 IST 2023,4.62365E+11,LWOB16171122,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1038,Size/Colour Issue,Size is smaller than expected,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20220530/hQJu/6294ac62f997dd03e245b065/-462364826-brown-MODEL.jpg
RT112894936,Sat May 27 17:14:53 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,534,Defective/Damage Product received,Received damaged,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT112894824,Sat May 27 16:11:59 IST 2023,4.62278E+11,LWSB20213023,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,580,Size/Colour Issue,Does not fit well,RVP,Sling Bag with Detachable Strap ,https://assets.ajio.com/medias/sys_master/root/20220530/z2cb/6294ac0daeb26921aff3329a/-462277952-brown-MODEL.jpg
RT112892550,Sat May 27 14:00:36 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Does not look good on me,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT112886309,Sat May 27 12:07:23 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Not happy with product quality,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT112853874,Sat May 27 09:55:51 IST 2023,4.6252E+11,LWBP20213014,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Textured Classic Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/hzDr/6294ac80aeb26921aff34210/-462519842-grey-MODEL.jpg
RT112848575,Fri May 26 22:49:03 IST 2023,4.62418E+11,LWOB19201084,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Did not like the product,Does not look good on me,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/3MUr/6294acbaf997dd03e245bb5b/-462418267-multi-MODEL.jpg
RT112768610,Fri May 26 13:53:06 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Not happy with product quality,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT112766419,Fri May 26 12:46:47 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1183,Defective/Damage Product received,Received defective merchandise,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT112761918,Fri May 26 11:49:10 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,534,Size/Colour Issue,Does not fit well,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT112762057,Thu May 25 22:40:24 IST 2023,4.62389E+11,LWBP19203082,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Size/Colour Issue,Size is smaller than expected,RVP,Textured Back Pack Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/n0fv/6294ac2daeb26921aff33741/-462389013-black-MODEL.jpg
RT112673512,Thu May 25 16:23:11 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Not happy with product quality,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT112643901,Thu May 25 12:35:01 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT112414381,Thu May 25 12:05:54 IST 2023,4.62504E+11,FLYBP2104,8.90537E+12,Men-Backpacks,FLY FASHION,1,649,Others,Others,Self Ship Without Shipping Charge,Laptop Back Pack with Brand Logo ,https://assets.ajio.com/medias/sys_master/root/20220530/jWf8/6294ac86aeb26921aff342c6/-462504167-khaki-MODEL.jpg
RT112646713,Thu May 25 11:54:03 IST 2023,4.6245E+11,LWTP202101,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,458,Did not like the product,Not happy with product quality,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/uLy3/6294acbfaeb26921aff349d8/-462450381-black-MODEL.jpg
RT112614895,Wed May 24 22:55:18 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Size/Colour Issue,Size is smaller than expected,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT112629001,Wed May 24 22:21:36 IST 2023,4.62591E+11,LWOB2021004,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Did not like the product,Not happy with product quality,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT112581496,Wed May 24 19:30:14 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT112421105,Wed May 24 12:30:46 IST 2023,4.62462E+11,LWWC16176113,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,458,Others,Different product delivered,RVP,Unisex 6 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/a50A/6294acaef997dd03e245b9bd/-462462270-blue-MODEL.jpg
RT112515711,Wed May 24 08:44:09 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Does not look good on me,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT112513283,Tue May 23 22:17:17 IST 2023,4.62389E+11,LWBP19203082,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Defective/Damage Product received,Received defective merchandise,RVP,Textured Back Pack Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/n0fv/6294ac2daeb26921aff33741/-462389013-black-MODEL.jpg
RT112434988,Tue May 23 19:06:13 IST 2023,4.62501E+11,FLYSB202103,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,443,Defective/Damage Product received,Received damaged,RVP,Messenger Bag with Signature Branding,https://assets.ajio.com/medias/sys_master/root/20220530/k4Oe/6294acb4f997dd03e245ba90/-462501023-grey-MODEL.jpg
RT112407716,Tue May 23 12:36:17 IST 2023,4.62364E+11,LWDB19204062,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,1283,Did not like the product,Did not like color,RVP,Duffle Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ckWM/6294ac9bf997dd03e245b737/-462363902-brown-MODEL.jpg
RT112377396,Tue May 23 09:35:49 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT112362249,Mon May 22 21:48:43 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Not happy with product quality,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT112327781,Mon May 22 20:57:55 IST 2023,4.62365E+11,LWOB16171122,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1038,Size/Colour Issue,Want to change style color,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20220530/hQJu/6294ac62f997dd03e245b065/-462364826-brown-MODEL.jpg
RT112324758,Mon May 22 20:20:29 IST 2023,4.62211E+11,LWSB20213025,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Size/Colour Issue,Size is smaller than expected,RVP,Sling Bag with Flap,https://assets.ajio.com/medias/sys_master/root/20220530/me9c/6294abf7f997dd03e245a03c/-462210682-brown-MODEL.jpg
RT112286891,Mon May 22 18:26:42 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Does not look good on me,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT112302545,Mon May 22 17:19:56 IST 2023,4.62451E+11,LWTP202102,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,458,Did not like the product,Does not look good on me,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/xB7x/6294ac5cf997dd03e245af9a/-462451177-brown-MODEL.jpg
RT112267052,Mon May 22 09:49:10 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Size/Colour Issue,Size is smaller than expected,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT112255431,Mon May 22 09:33:26 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Did not like the product,Not happy with product quality,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT112243769,Mon May 22 09:27:15 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Not happy with product quality,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT112256250,Mon May 22 07:44:36 IST 2023,4.6234E+11,LWDB16174097,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,916,Others,Others,RVP,Duffel Bag with Shoulder Strap,https://assets.ajio.com/medias/sys_master/root/20220530/GbHJ/6294ac2daeb26921aff33743/-462339780-brown-MODEL.jpg
RT112252120,Sun May 21 23:43:32 IST 2023,4.62389E+11,LWBP19203067,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1069,Wrong Item Shipped ,Product not as displayed on website,RVP,Textured Everyday Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/U1Qt/6294ac62f997dd03e245b05f/-462389205-brown-MODEL.jpg
RT112218707,Sun May 21 19:01:52 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT112161868,Sun May 21 11:30:50 IST 2023,4.62419E+11,LWHK2020104,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,649,Size/Colour Issue,Size is smaller than expected,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/dIxc/6294acf8f997dd03e245c153/-462418636-multi-MODEL.jpg
RT112149655,Sun May 21 05:49:25 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Not happy with product quality,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT112105844,Sat May 20 20:13:37 IST 2023,4.62419E+11,LWHK2020104,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,649,Size/Colour Issue,Size is smaller than expected,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/dIxc/6294acf8f997dd03e245c153/-462418636-multi-MODEL.jpg
RT112097445,Sat May 20 16:07:04 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Does not look good on me,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT112088623,Sat May 20 14:25:15 IST 2023,4.62218E+11,LWSB20213018,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Did not like the product,Does not look good on me,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/1bny/6294abf9aeb26921aff32f76/-462218005-brown-MODEL.jpg
RT112088623,Sat May 20 14:25:15 IST 2023,4.62218E+11,LWSB20213024,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Did not like the product,Does not look good on me,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/aOs7/6294ac00aeb26921aff33098/-462218355-black-MODEL.jpg
RT112088623,Sat May 20 14:25:15 IST 2023,4.62218E+11,LWSB20213022,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,580,Defective/Damage Product received,Color faded washed out,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ImYt/6294ac00aeb26921aff3309a/-462218088-brown-MODEL.jpg
RT112088623,Sat May 20 14:25:15 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Did not like the product,Does not look good on me,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT112062492,Sat May 20 11:17:24 IST 2023,4.6252E+11,LWBP20213012,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,519,Wrong Item Shipped ,Product not as displayed on website,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/8kmV/6294acb3aeb26921aff34861/-462519874-grey-MODEL.jpg
RT112039629,Fri May 19 22:34:41 IST 2023,4.62291E+11,LWSB20213019,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Did not like the product,Did not like the product,RVP,Textured Sling Bag with Metal Accent,https://assets.ajio.com/medias/sys_master/root/20220530/aybC/6294ac27aeb26921aff33652/-462291061-brown-MODEL.jpg
RT111998784,Fri May 19 19:49:23 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Others,Others,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT112011105,Fri May 19 16:05:00 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Does not look good on me,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT111987297,Fri May 19 14:06:52 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Size/Colour Issue,Size is smaller than expected,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT111921141,Thu May 18 19:26:59 IST 2023,4.62419E+11,LWHK2020104,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,649,Did not like the product,Not happy with product quality,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/dIxc/6294acf8f997dd03e245c153/-462418636-multi-MODEL.jpg
