seller_id,warehouse_id,model,myntra_sku_code,seller_sku_code,style_id,sku_id,brand,order_created_date,inscanned_on,fmpu_date,order_delivered_date,return_created_date,refunded_date,order_rto_date,is_refunded,exchange_id,order_id,order_group_id,order_line_id,seller_order_id,type,status,store_packet_id,seller_packet_id_fk,quantity,return_id,return_mode,return_reason,return_status,forward_tracking_number,return_tracking_number,master_bag_id,LMDO_status,lmdo_last_modified_on,Gatepass_Id,Gatepass_Status,Gatepass_Type,Gatepass_LastModified
12566,17264,PPMP,LTWDBELT59709606,LWGW2203,19274548,59709606,Leather World,05-12-2022,07-12-2022,06-12-2022,12-12-2022,2023-01-11,11-01-2023,,1,7236363952,7182580653,4802654308,9182555805,a9c0930a-e99c-49aa-a726-360e0b9f45ae,Return,Ret Delivered,7182580653,,1,4309377275,OPEN_BOX_PICKUP,,DLS,MYNP0041227344,MYNR0023986173,255666954,DELIVERED,2023-02-02,,,,
12566,17264,PPMP,LTWDHDBG40212784,40212784,11557750,40212784,Leather World,05-12-2022,07-12-2022,06-12-2022,10-12-2022,2023-01-05,06-01-2023,,1,,7183211873,4803029412,9183187028,54b807f9-1a2d-44da-b65f-c470e4be8d0e,Return,Ret Delivered,7183211873,,1,4308272004,OPEN_BOX_PICKUP,Received a poor quality product,DLS,ML1208094255,ML1254139739,253780428,DELIVERED,2023-01-14,,,,
12566,17264,PPMP,LTWDRGNR47981246,47981246,14453606,47981246,Leather World,05-12-2022,07-12-2022,06-12-2022,,,,02-01-2023,,,7182730540,4802744395,9182705694,aaba3f20-e3d2-45a1-bc78-e2e062fc71a0,RTO,Delivered,7182730540,,1,,,,,644941613,,254527526,DELIVERED,2023-01-21,,,,
12566,17264,PPMP,LTWDDFBG45356535,45356535,13074238,45356535,Leather World,08-12-2022,10-12-2022,09-12-2022,13-12-2022,2023-01-03,11-01-2023,,1,,7189597842,4805816581,9189573042,dd89af99-bd7e-41dd-a3b2-6b861d1552c4,Return,Ret Delivered,7189597842,,1,4307740741,CLOSED_BOX_PICKUP,Product image was better than the actual product,DLS,1.32E+11,1.32E+11,253864770,DELIVERED,2023-01-16,,,,
12566,17264,PPMP,LTWDHDBG40198590,40198590,11554206,40198590,Leather World,11-12-2022,16-12-2022,15-12-2022,16-12-2022,2023-01-02,02-01-2023,,1,,7198796435,4809840248,9198771676,833adad9-4ee4-4658-b844-db1846a40a30,Return,Ret Delivered,7198796435,,1,4307471353,OPEN_BOX_PICKUP,Size is too Large,DLS,ML1218982910,ML1249792454,253097225,DELIVERED,2023-01-09,,,,
12566,17264,PPMP,LTWDBELT63470230,38LWGW2213,20319762,63470230,Leather World,11-12-2022,16-12-2022,15-12-2022,20-12-2022,2023-01-06,07-01-2023,,1,,7199457849,4810172274,9199433091,929c4c86-7714-4cf9-a3c5-db9df7ac8af7,Return,Ret Delivered,7199457849,,1,4308512674,OPEN_BOX_PICKUP,Size is too Large,DLS,ML1218983637,ML1255462022,254526852,DELIVERED,2023-01-21,,,,
12566,17264,PPMP,FLFSWAPO60531920,FLYWP2202,19496408,60531920,Fly Fashion,11-12-2022,16-12-2022,15-12-2022,16-12-2022,2023-01-04,04-01-2023,,1,,7199424687,4810155667,9199399929,73b91c0f-81f0-45a2-81f7-ad0296769956,Return,Ret Delivered,7199424687,,1,4307940192,OPEN_BOX_PICKUP,Different product was delivered,DLS,ML1218984484,ML1252217638,253372749,DELIVERED,2023-01-10,,,,
12566,17264,PPMP,LTWDBAPK34555062,34555062,9890071,34555062,Leather World,12-12-2022,16-12-2022,15-12-2022,20-12-2022,2023-01-01,01-01-2023,,1,,7200861638,4810835545,9200836886,101a042b-24d6-4295-a2f1-c9b8b7c08b5a,Return,Ret Delivered,7200861638,,1,4307295997,OPEN_BOX_PICKUP,Product image was better than the actual product,DLS,ML1218984692,ML1249221722,255344921,DELIVERED,2023-01-30,,,,
12566,17264,PPMP,LTWDBAPK39193458,39193458,11313508,39193458,Leather World,12-12-2022,14-12-2022,13-12-2022,18-12-2022,2023-01-01,03-01-2023,,1,,7202499295,4811726202,9202474558,566f1d29-fc53-4c5c-8045-705367da8817,Return,Ret Delivered,7202499295,,1,4307367832,OPEN_BOX_PICKUP,Defective product was delivered,DLS,ML1220982713,ML1249522010,253603439,DELIVERED,2023-01-12,,,,
12566,17264,PPMP,LTWDBAPK39193458,39193458,11313508,39193458,Leather World,14-12-2022,16-12-2022,15-12-2022,16-12-2022,2023-01-11,11-01-2023,,1,,7205863673,4813540809,9205838952,4e3461fa-48d7-49e1-9345-78fc801534b5,Return,Ret Delivered,7205863673,,1,4309341459,OPEN_BOX_PICKUP,It did not look good on me,DLS,ML1225145691,ML1260240794,254169617,DELIVERED,2023-01-18,,,,
12566,17264,PPMP,LTWDBELT64519998,LWGW2237,20612822,64519998,Leather World,15-12-2022,17-12-2022,,,,,01-01-2023,,,7206940323,4814126479,9206915615,56b8471f-8384-4375-9780-64d1520d33c5,RTO,Delivered,7206940323,,1,,,,,MYNC0046780377,,253615875,DELIVERED,2023-01-12,,,,
12566,17264,PPMP,LTWDLABA45355371,45355371,13073690,45355371,Leather World,16-12-2022,17-12-2022,,,,,02-01-2023,,,7208394717,4814926882,9208370013,4b37fdfa-2ca8-4cb5-bc6d-e9b077fba6a9,RTO,Delivered,7208394717,,1,,,,,644946092,,253699734,DELIVERED,2023-01-13,,,,
12566,17264,PPMP,LTWDBELT63467278,36LWGW2205,20318952,63467278,Leather World,16-12-2022,18-12-2022,17-12-2022,19-12-2022,2023-01-07,08-01-2023,,1,,7211251658,4816392125,9211226958,a2f0f992-de52-4ef4-aba1-b53fba613258,Return,Ret Delivered,7211251658,,1,4308657534,OPEN_BOX_PICKUP,Received a poor quality product,DLS,ML1229256742,ML1256433458,253779756,DELIVERED,2023-01-14,,,,
12566,17264,PPMP,LTWDWHOG40373826,40373826,11616936,40373826,Leather World,16-12-2022,18-12-2022,17-12-2022,22-12-2022,2023-01-03,04-01-2023,,1,,7209087365,4815305238,9209062665,8fd400d6-cf1c-4666-bc6d-4fcad5ddff96,Return,Ret Delivered,7209087365,,1,4307785603,OPEN_BOX_PICKUP,I did not like the fit,DLS,MYNC0046882797,MYNR0023744690,254171143,DELIVERED,2023-01-18,,,,
12566,17264,PPMP,LTWDWHOG40373826,40373826,11616936,40373826,Leather World,16-12-2022,17-12-2022,,17-12-2022,2023-01-03,05-01-2023,,1,,7208527285,4814998706,9208502584,1f1ade23-5489-4831-9e62-735acd25624e,Return,Ret Delivered,9347243833,,1,4307864447,OPEN_BOX_PICKUP,Size is too Large,DLS,ML1226990306,ML1251951883,253603439,DELIVERED,2023-01-12,,,,
12566,17264,PPMP,LTWDBELT63515092,30LWGW2215,20332104,63515092,Leather World,17-12-2022,18-12-2022,17-12-2022,21-12-2022,2023-01-05,23-03-2023,,1,,7211289437,4816406989,9211264749,ae6ce6c1-5228-4230-897d-488932094aee,Return,Ret Delivered,7211289437,,1,4308294122,OPEN_BOX_PICKUP,Different product was delivered,DLS,MYNP0042335893,MYNR0023827560,260617575,DELIVERED,2023-03-31,,,,
12566,17264,PPMP,LTWDLABA33552692,33552692,8900071,33552692,Leather World,19-12-2022,20-12-2022,19-12-2022,23-12-2022,2023-01-16,21-01-2023,,1,,7213202397,4817623669,9213177717,eb550419-8a77-49bd-b01d-fc792526ce51,Return,Ret Delivered,7213202397,,1,4310553311,CLOSED_BOX_PICKUP,,DLS,1.32E+11,1.32E+11,255219872,DELIVERED,2023-01-28,,,,
12566,17264,PPMP,LTWDHDBG40198590,40198590,11554206,40198590,Leather World,20-12-2022,22-12-2022,21-12-2022,25-12-2022,2023-01-03,03-01-2023,,1,7227542252,7214777567,4818599757,9214752891,c3a10ec2-e6e8-4409-bf73-211efeb2e432,Return,Ret Delivered,7214777567,,1,4307763108,OPEN_BOX_PICKUP,,DLS,ML1235964762,ML1251460196,253780428,DELIVERED,2023-01-14,,,,
12566,17264,PPMP,LTWDHDBG40198590,40198590,11554206,40198590,Leather World,21-12-2022,23-12-2022,22-12-2022,26-12-2022,2023-01-02,03-01-2023,,1,,7215723950,4819184058,9215699277,ae750adf-e149-4b42-b89d-409d3f3b675b,Return,Ret Delivered,7215723950,,1,4307576024,OPEN_BOX_PICKUP,Size is too Large,DLS,ML1237549895,ML1250598595,253780428,DELIVERED,2023-01-14,,,,
12566,17264,PPMP,LTWDWHOG45528578,45528578,13168678,45528578,Leather World,22-12-2022,24-12-2022,23-12-2022,25-12-2022,2023-01-12,13-01-2023,,1,,7217317620,4820201005,9217292953,0c7ce10f-fec2-4eaf-88ce-77b1c77c257d,Return,Ret Delivered,7217317620,,1,4309734569,OPEN_BOX_PICKUP,Generic Return Reason,DLS,ML1238953553,ML1262370872,254395327,DELIVERED,2023-01-20,,,,
12566,17264,PPMP,LTWDRGNR47981246,47981246,14453606,47981246,Leather World,22-12-2022,24-12-2022,23-12-2022,27-12-2022,2023-01-01,03-01-2023,,1,,7217510030,4820329783,9217485362,49e47bd8-1730-4da2-87bf-7a73d30b69d1,Return,Ret Delivered,7217510030,,1,4307407102,OPEN_BOX_PICKUP,Received a poor quality product,DLS,MYNC0047335511,MYNR0023681954,253919421,DELIVERED,2023-01-16,,,,
12566,17264,PPMP,LTWDBAPK47910202,47910202,14431596,47910202,Leather World,22-12-2022,24-12-2022,23-12-2022,02-01-2023,2023-01-02,03-01-2023,,1,,7217451682,4820290977,9217427013,00a41b8b-4b09-4c88-b885-4ecb349399a6,Return,Ret Delivered,7217451682,,1,4307551039,OPEN_BOX_PICKUP,Defective product was delivered,DLS,ML1238954796,ML1250486719,253683324,DELIVERED,2023-01-13,,,,
12566,17264,PPMP,LTWDWHOG39274144,39274144,11333914,39274144,Leather World,22-12-2022,24-12-2022,23-12-2022,29-12-2022,2023-01-02,03-01-2023,,1,,7217028067,4820011382,9217003398,972263a0-4836-430f-8593-87acc20b4e82,Return,Ret Delivered,7217028067,,1,4307507945,OPEN_BOX_PICKUP,Product looked old,DLS,MYNP0042797871,MYNR0023699884,253919421,DELIVERED,2023-01-16,,,,
12566,17264,PPMP,LTWDRGNR47981246,47981246,14453606,47981246,Leather World,23-12-2022,24-12-2022,23-12-2022,,,,02-01-2023,,,7217841296,4820531497,9217816630,290c8675-6abc-48a1-baf7-7e87d5eded02,RTO,Delivered,7217841296,,1,,,,,MYNC0047334914,,254877894,DELIVERED,2023-01-25,,,,
12566,17264,PPMP,FLFSLABA48376310,48376310,14576352,48376310,Fly Fashion,23-12-2022,25-12-2022,24-12-2022,29-12-2022,2023-01-02,06-01-2023,,1,,7218265290,4820794099,9218240626,2a8b89f8-84b3-4547-9316-504c0e44114d,Return,Ret Delivered,7218265290,,1,4307550788,CLOSED_BOX_PICKUP,Received a poor quality product,DLS,1.32E+11,1.32E+11,253615875,DELIVERED,2023-01-12,,,,
12566,17264,PPMP,LTWDLABA39830830,39830830,11463326,39830830,Leather World,23-12-2022,25-12-2022,24-12-2022,,,,09-01-2023,,,7218535351,4820970200,9218510688,2d10c91a-62f0-4977-8b03-f2e61c7567df,RTO,Delivered,7218535351,,1,,,,,1.32E+11,,254394745,DELIVERED,2023-01-20,,,,
12566,17264,PPMP,LTWDWHOG00000011,14905242,2297233,14905242,Leather World,23-12-2022,24-12-2022,23-12-2022,26-12-2022,2023-01-02,02-01-2023,,1,,7217836170,4820528801,9217811504,544bb9fc-0bd5-4d24-b7bf-ba55edd09da2,Return,Ret Delivered,7217836170,,1,4307522452,OPEN_BOX_PICKUP,I did not like the fit,DLS,ML1238954561,ML1250289079,253372749,DELIVERED,2023-01-10,,,,
12566,17264,PPMP,LTWDHDBG40198590,40198590,11554206,40198590,Leather World,23-12-2022,25-12-2022,24-12-2022,30-12-2022,2023-01-01,01-01-2023,,1,,7218346664,4820846480,9218322000,05b266ea-a2a4-43d9-94b6-28da875f1a67,Return,,9350903680,,1,4307454242,NO_PICKUP,Color is different,RRC,ML1240322313,,,,,,,,
12566,17264,PPMP,LTWDHDBG42389402,42389402,12164776,42389402,Leather World,23-12-2022,25-12-2022,24-12-2022,30-12-2022,2023-01-02,03-01-2023,,1,,7218346667,4820846480,9218322003,05b266ea-a2a4-43d9-94b6-28da875f1a67,Return,Ret Delivered,9350903680,,1,4307575069,OPEN_BOX_PICKUP,Received a poor quality product,DLS,ML1240322313,ML1250589538,253615875,DELIVERED,2023-01-12,,,,
12566,17264,PPMP,LTWDWHOG40373826,40373826,11616936,40373826,Leather World,24-12-2022,27-12-2022,26-12-2022,28-12-2022,2023-01-19,20-01-2023,,1,,7220046762,4821895827,9220022104,308a5f38-ef7d-4c90-89df-30f0adf00002,Return,Ret Delivered,7220046762,,1,4311119668,OPEN_BOX_PICKUP,I do not need it anymore,DLS,ML1242704775,ML1270316606,255220195,DELIVERED,2023-01-28,,,,
12566,17264,PPMP,LTWDRGNR47981246,47981246,14453606,47981246,Leather World,24-12-2022,27-12-2022,26-12-2022,02-01-2023,2023-01-04,05-01-2023,,1,,7219930472,4821829934,9219905814,e85909ff-1e08-4bd6-8f80-1553858efa20,Return,Ret Delivered,7219930472,,1,4307995759,OPEN_BOX_PICKUP,Product looked old,DLS,MYNP0042969836,MYNR0023779586,254169617,DELIVERED,2023-01-18,,,,
12566,17264,PPMP,LTWDWHOG39274144,39274144,11333914,39274144,Leather World,24-12-2022,27-12-2022,26-12-2022,02-01-2023,2023-01-02,03-01-2023,,1,,7219672332,4821678041,9219647674,cc3506aa-7831-43dc-89ec-159f9dc1fecb,Return,Ret Delivered,7219672332,,1,4307604766,OPEN_BOX_PICKUP,Received a poor quality product,DLS,ML1242704241,ML1250724845,253683324,DELIVERED,2023-01-13,,,,
12566,17264,PPMP,LTWDBAPK39193458,39193458,11313508,39193458,Leather World,24-12-2022,27-12-2022,26-12-2022,,,,09-01-2023,,,7219479407,4821556718,9219454747,06eb8f74-ff2c-4ebe-9653-79d02ac39a4a,RTO,Delivered,9351494873,,1,,,,,MYNC0047515955,,255219872,DELIVERED,2023-01-28,,,,
12566,17264,PPMP,LTWDBAPK39193458,39193458,11313508,39193458,Leather World,24-12-2022,27-12-2022,26-12-2022,,,,09-01-2023,,,7219479409,4821556718,9219454749,06eb8f74-ff2c-4ebe-9653-79d02ac39a4a,RTO,Delivered,9351494873,,1,,,,,MYNC0047515955,,255219872,DELIVERED,2023-01-28,,,,
12566,17264,PPMP,LTWDLABA48522310,48522310,14626346,48522310,Leather World,24-12-2022,27-12-2022,26-12-2022,30-12-2022,2023-01-01,05-01-2023,,1,,7219571174,4821614355,9219546514,91498364-4e82-4d1f-a7ce-60269b2bf14f,Return,Ret Delivered,7219571174,,1,4307389785,CLOSED_BOX_PICKUP,Received a poor quality product,DLS,1.32E+11,1.32E+11,253603777,DELIVERED,2023-01-12,,,,
12566,17264,PPMP,LTWDWHOG00000057,28245904,5965356,28245904,Leather World,24-12-2022,27-12-2022,26-12-2022,30-12-2022,2023-01-01,02-01-2023,,1,,7219942347,4821836368,9219917689,0653c7f5-7ce4-4f3d-9da1-aa69cea1dda9,Return,Ret Delivered,7219942347,,1,4307416704,OPEN_BOX_PICKUP,Defective product was delivered,DLS,ML1242704980,ML1249647630,253372749,DELIVERED,2023-01-10,,,,
12566,17264,PPMP,LTWDHDBG50248971,LWSB21501,15587934,50248971,Leather World,24-12-2022,27-12-2022,26-12-2022,31-12-2022,2023-01-05,06-01-2023,,1,,7219363463,4821484070,9219338802,e2ce055b-73dc-4305-b96e-e5c35845f558,Return,Ret Delivered,7219363463,,1,4308219971,OPEN_BOX_PICKUP,Product looked old,DLS,ML1242703321,ML1253978084,253779756,DELIVERED,2023-01-14,,,,
12566,17264,PPMP,LTWDHDBG40212784,40212784,11557750,40212784,Leather World,24-12-2022,27-12-2022,26-12-2022,02-01-2023,2023-01-02,06-01-2023,,1,,7219875056,4821799495,9219850398,dee53b1a-fd27-4f4a-93dd-fe92bd25e6b6,Return,Ret Delivered,7219875056,,1,4307617619,OPEN_BOX_PICKUP,Size is too Large,DLS,ML1242704666,ML1250776899,254171143,DELIVERED,2023-01-18,,,,
12566,17264,PPMP,LTWDBELT59709572,LWGW2220,19274514,59709572,Leather World,25-12-2022,27-12-2022,26-12-2022,01-01-2023,2023-01-01,02-01-2023,,1,,7220298985,4822024152,9220274328,6a35d5d1-45b4-42a2-8f37-d48af5ebeeb3,Return,Ret Delivered,7220298985,,1,4307326771,OPEN_BOX_PICKUP,Size is too Large,DLS,1.32E+11,5667774085,254527526,DELIVERED,2023-01-21,,,,
12566,17264,PPMP,LTWDBAPK34555060,34555060,9890067,34555060,Leather World,25-12-2022,27-12-2022,26-12-2022,,,,01-01-2023,,,7220638479,4822238496,9220613824,75f8e144-7036-49b6-9165-93c170149e63,RTO,Delivered,7220638479,,1,,,,,ML1242704807,,253372749,DELIVERED,2023-01-10,,,,
12566,17264,PPMP,LTWDWHOG45412705,45412705,13105364,45412705,Leather World,25-12-2022,27-12-2022,26-12-2022,30-12-2022,2023-01-13,13-01-2023,,1,7238016007,7220314530,4822032811,9220289873,f37d4df9-a564-4ff5-a4df-23a266dc112b,Return,Ret Delivered,7220314530,,1,4309802047,OPEN_BOX_PICKUP,,DLS,ML1242705276,ML1262715421,255436277,DELIVERED,2023-01-31,,,,
12566,17264,PPMP,LTWDLABA40277792,40277792,11574502,40277792,Leather World,25-12-2022,27-12-2022,26-12-2022,02-01-2023,2023-01-02,08-01-2023,,1,,7220994031,4822469550,9220969377,7f8fc552-4d50-438a-904b-3b35a4749ba2,Return,Ret Delivered,7220994031,,1,4307526052,CLOSED_BOX_PICKUP,Different product was delivered,DLS,1.32E+11,1.32E+11,253780428,DELIVERED,2023-01-14,,,,
12566,17264,PPMP,LTWDWHOG39274142,39274142,11333912,39274142,Leather World,25-12-2022,27-12-2022,26-12-2022,31-12-2022,2023-01-05,05-01-2023,,1,,7220989176,4822466510,9220964522,c7ec6d9b-414d-4f48-a100-1a43ff21bc34,Return,,9351495005,,1,4308126248,NO_PICKUP,Different product was delivered,RRC,MYNP0042968925,,,,,,,,
12566,17264,PPMP,LTWDWHOG00000032,23285102,4700845,23285102,Leather World,25-12-2022,27-12-2022,26-12-2022,30-12-2022,2023-01-03,03-01-2023,,1,,7220921302,4822423511,9220896648,1705f683-0360-4fc4-98d6-0f3f7f593e68,Return,Ret Delivered,7220921302,,1,4307714455,OPEN_BOX_PICKUP,I did not like the fit,DLS,ML1242705986,ML1251013277,253683324,DELIVERED,2023-01-13,,,,
12566,17264,PPMP,LTWDLABA33624730,33624730,8962859,33624730,Leather World,25-12-2022,27-12-2022,26-12-2022,30-12-2022,2023-01-04,09-01-2023,,1,,7220413119,4822092947,9220388462,7551924e-5fc3-4bbd-a9bc-91eb4bd5363f,Return,Ret Delivered,7220413119,,1,4308085324,CLOSED_BOX_PICKUP,Color is different,DLS,1.32E+11,1.32E+11,253864770,DELIVERED,2023-01-16,,,,
12566,17264,PPMP,LTWDBELT59709602,LWGW2219,19274544,59709602,Leather World,26-12-2022,28-12-2022,27-12-2022,04-01-2023,2023-01-04,05-01-2023,,1,,7221420460,4822727144,9221395814,bd347ef3-7814-4537-9131-dc7202e49430,Return,Ret Delivered,7221420460,,1,4308031036,OPEN_BOX_PICKUP,Color is different,DLS,1.32E+11,5667796020,254169617,DELIVERED,2023-01-18,,,,
12566,17264,PPMP,LTWDWHOG40373826,40373826,11616936,40373826,Leather World,26-12-2022,28-12-2022,27-12-2022,,,,04-01-2023,,,7221954102,4823070399,9221929458,e2c4c259-0869-4bc9-83ee-1004911e0e70,RTO,Delivered,7221954102,,1,,,,,ML1244041561,,253779756,DELIVERED,2023-01-14,,,,
12566,17264,PPMP,LTWDLABA48522310,48522310,14626346,48522310,Leather World,26-12-2022,28-12-2022,27-12-2022,30-12-2022,2023-01-03,07-01-2023,,1,,7221826132,4822990848,9221801487,a6560a33-a9e7-41b9-8769-c3d006a44abc,Return,Ret Delivered,7221826132,,1,4307776647,CLOSED_BOX_PICKUP,Received a poor quality product,DLS,1.32E+11,1.32E+11,253780428,DELIVERED,2023-01-14,,,,
12566,17264,PPMP,LTWDWHOG00000057,28245904,5965356,28245904,Leather World,27-12-2022,28-12-2022,28-12-2022,01-01-2023,2023-01-05,05-01-2023,,1,7229052917,7222689134,4823527039,9222664498,f956d2cb-d710-49cc-9e94-0659b2051fd1,Return,Ret Delivered,7222689134,,1,4308150603,OPEN_BOX_PICKUP,,DLS,ML1245260388,ML1253503707,253864770,DELIVERED,2023-01-16,,,,
12566,17264,PPMP,LTWDWHOG40373826,40373826,11616936,40373826,Leather World,27-12-2022,28-12-2022,28-12-2022,31-12-2022,2023-01-01,01-01-2023,,1,,7222497182,4823402962,9222472542,09e94178-cea5-4d2f-acb4-1c4a5cf434b6,Return,,9352040190,,1,4307280699,NO_PICKUP,Generic Return Reason,RRC,ML1245259759,,,,,,,,
12566,17264,PPMP,LTWDDFBG59040218,LWDB22101,19084148,59040218,Leather World,27-12-2022,28-12-2022,28-12-2022,,,,05-01-2023,,,7222746973,4823564702,9222722337,a3989e31-de2c-4480-b3dd-11019ce79935,RTO,Delivered,7222746973,,1,,,,,1.32E+11,,254169315,DELIVERED,2023-01-18,,,,
12566,17264,PPMP,FLFSLABA47347565,47347565,14150472,47347565,Fly Fashion,27-12-2022,28-12-2022,28-12-2022,01-01-2023,2023-01-04,08-01-2023,,1,,7222643786,4823497564,9222619148,109a58d7-dcb1-4690-ae9d-7c8c0b2d1381,Return,Ret Delivered,7222643786,,1,4308105968,CLOSED_BOX_PICKUP,Received a poor quality product,DLS,1.32E+11,1.32E+11,253780428,DELIVERED,2023-01-14,,,,
12566,17264,PPMP,LTWDLABA48522310,48522310,14626346,48522310,Leather World,27-12-2022,29-12-2022,28-12-2022,03-01-2023,2023-01-03,08-01-2023,,1,,7222476519,4823389670,9222451880,3c589cb7-86bb-4c1b-9fd3-f85415a5f4b6,Return,Ret Delivered,7222476519,,1,4307887276,CLOSED_BOX_PICKUP,Defective product was delivered,DLS,1.32E+11,1.32E+11,253919421,DELIVERED,2023-01-16,,,,
12566,17264,PPMP,LTWDWHOG40373826,40373826,11616936,40373826,Leather World,27-12-2022,28-12-2022,28-12-2022,03-01-2023,2023-01-07,07-01-2023,,1,7231089951,7222469450,4823385222,9222444810,5764fcaf-caa4-4e4a-a6d7-cb6d73f952be,Return,Ret Delivered,7222469450,,1,4308548519,OPEN_BOX_PICKUP,,DLS,MYNC0047624098,MYNR0023866060,255039259,DELIVERED,2023-01-26,,,,
12566,17264,PPMP,LTWDBELT64520004,LWGW2230,20612828,64520004,Leather World,27-12-2022,28-12-2022,28-12-2022,30-12-2022,2023-01-03,06-01-2023,,1,,7222955109,4823694528,9222930473,63c0d047-b9e8-4e4d-87bb-5cf63dcb5be1,Return,Ret Delivered,7222955109,,1,4307912441,OPEN_BOX_PICKUP,Size is too Small,DLS,ML1245259302,ML1252073907,253615875,DELIVERED,2023-01-12,,,,
12566,17264,PPMP,LTWDLABA45355371,45355371,13073690,45355371,Leather World,27-12-2022,28-12-2022,28-12-2022,01-01-2023,2023-01-12,18-01-2023,,1,,7222774459,4823582422,9222749823,cf498825-4378-4ebf-a5f8-0fd4bb55b158,Return,Ret Delivered,7222774459,,1,4309704391,CLOSED_BOX_PICKUP,Color is different,DLS,644950381,1.32E+11,255039259,DELIVERED,2023-01-26,,,,
12566,17264,PPMP,LTWDWHOG40373826,40373826,11616936,40373826,Leather World,27-12-2022,28-12-2022,28-12-2022,02-01-2023,2023-01-04,04-01-2023,,1,,7222844830,4823627560,9222820194,4828e99e-4cdb-4068-a371-67ea20f7532e,Return,Ret Delivered,7222844830,,1,4307941190,OPEN_BOX_PICKUP,Size is too Small,DLS,1.32E+11,5667792490,254526852,DELIVERED,2023-01-21,,,,
12566,17264,PPMP,LTWDWHOG33893856,33893856,9192443,33893856,Leather World,28-12-2022,30-12-2022,29-12-2022,30-12-2022,2023-01-02,02-01-2023,,1,,7223506324,4824032119,9223481689,ebea0098-4ad6-4b43-bfb7-26ff49ad87f0,Return,Ret Delivered,7223506324,,1,4307545958,OPEN_BOX_PICKUP,Found a better price outside Myntra,DLS,ML1246434545,ML1250460960,253097225,DELIVERED,2023-01-09,,,,
12566,17264,PPMP,FLFSHDBG47716634,47716634,14353706,47716634,Fly Fashion,28-12-2022,30-12-2022,29-12-2022,31-12-2022,2023-01-02,02-01-2023,,1,7225876808,7223641015,4824119297,9223616382,36b38f2c-1c66-418d-83f6-796096e607e5,Return,Ret Delivered,7223641015,,1,4307571952,OPEN_BOX_PICKUP,,DLS,ML1246434634,ML1250575034,253864770,DELIVERED,2023-01-16,,,,
12566,17264,PPMP,LTWDHDBG42389402,42389402,12164776,42389402,Leather World,28-12-2022,28-12-2022,28-12-2022,04-01-2023,2023-01-05,07-01-2023,,1,,7223017483,4823728408,9222992847,9e72996b-ded8-4720-b6ee-3c2f97417210,Return,Ret Delivered,7223017483,,1,4308217530,OPEN_BOX_PICKUP,Product image was better than the actual product,DLS,ML1245259431,ML1253968891,254169617,DELIVERED,2023-01-18,,,,
12566,17264,PPMP,LTWDDFBG39131356,39131356,11299038,39131356,Leather World,28-12-2022,30-12-2022,29-12-2022,,,,05-01-2023,,,7223649059,4824124319,9223624426,232a5de9-1385-4564-8d75-0a7ad2095ca2,RTO,Delivered,7223649059,,1,,,,,1.32E+11,,254395327,DELIVERED,2023-01-20,,,,
12566,17264,PPMP,LTWDWHOG00000057,28245904,5965356,28245904,Leather World,28-12-2022,30-12-2022,29-12-2022,,,,03-01-2023,,,7223752862,4824190144,9223728230,b8624365-56db-4384-a0f1-9f2b1f6d0d96,RTO,Delivered,7223752862,,1,,,,,ML1246434631,,253603439,DELIVERED,2023-01-12,,,,
12566,17264,PPMP,LTWDLABA48522312,48522312,14626348,48522312,Leather World,28-12-2022,30-12-2022,29-12-2022,02-01-2023,2023-01-04,08-01-2023,,1,,7223537843,4824052638,9223513210,51580699-34ce-498e-971c-e6932b1dbff8,Return,Ret Delivered,7223537843,,1,4308085390,CLOSED_BOX_PICKUP,I do not need it anymore,DLS,1.32E+11,1.32E+11,253780428,DELIVERED,2023-01-14,,,,
12566,17264,PPMP,LTWDWHOG45528578,45528578,13168678,45528578,Leather World,28-12-2022,30-12-2022,29-12-2022,01-01-2023,2023-01-02,02-01-2023,,1,7226600299,7223413183,4823971688,9223388548,b203ec71-1854-4146-8279-c48f4d353fc3,Return,Ret Delivered,7223413183,,1,4307507059,OPEN_BOX_PICKUP,,DLS,ML1246434429,ML1250139373,253615875,DELIVERED,2023-01-12,,,,
12566,17264,PPMP,LTWDWHOG00000032,23285102,4700845,23285102,Leather World,28-12-2022,30-12-2022,29-12-2022,04-01-2023,2023-01-04,04-01-2023,,1,,7223397771,4823961659,9223373136,8d66ade1-4484-4a0d-afec-ee9e6c4132f9,Return,Ret Delivered,7223397771,,1,4307997284,OPEN_BOX_PICKUP,Defective product was delivered,DLS,ML1246433913,ML1252768807,253603777,DELIVERED,2023-01-12,,,,
12566,17264,PPMP,LTWDWHOG40373826,40373826,11616936,40373826,Leather World,28-12-2022,28-12-2022,28-12-2022,02-01-2023,2023-01-06,07-01-2023,,1,,7223088328,4823766365,9223063692,a9c22d26-ba25-46a1-911c-7f26468bb4c9,Return,Ret Delivered,7223088328,,1,4308486764,OPEN_BOX_PICKUP,Defective product was delivered,DLS,ML1245259307,ML1255378508,254394745,DELIVERED,2023-01-20,,,,
