Order ID,Order date,Return request date,Return request status,Amazon RMA ID,Seller RMA ID,Label type,Label cost,Currency code,Return carrier,Tracking ID,Label to be paid by,A-to-z claim,Is prime,ASIN, Merchant SKU,Item Name,Return quantity,Return reason,In policy,Return type,Resolution,Invoice number,Return delivery date,Order Amount,Order quantity,SafeT Action reason,SafeT claim ID,SafeT claim state,SafeT claim creation time,SafeT claim reimbursement amount,Refunded Amount,Category
404-4932386-8475564,21-Dec-22,01-Jan-23,Approved,D9xFBWpKRRMA, ,AmazonPrePaidLabel,287.5,INR,ATS,5.13543E+11,Seller,N,Y,B0837TDP66,PRIME-LWHK2020102,Leather World Water-Resistant Polyester Convertible Duffel Bag & Rucksack for Men and Women Trekking Bag with Laptop Compartment Black,1,CR-SWITCHEROO,Y,Amazon CS,StandardRefund,IN-11165,09-Jan-23,806,1, , , , , ,806,gl_luggage
403-2405488-7177940,20-Dec-22,01-Jan-23,Approved,D1x1B7pvRRMA, ,AmazonPrePaidLabel,414,INR,ATS,5.13543E+11,Seller,N,Y,B08NXKVNQ1,PRIME-LWBP20213011,Fly Fashion Polyester Travel Cross Body Backpack Shoulder Chest Bag Lightweight Men and Women,1,CR-NOT_COMPATIBLE,Y,C-Returns,StandardRefund,IN-11085,07-Jan-23,549,1, , , , , ,549,gl_luggage
403-8918126-2815504,29-Dec-22,01-Jan-23,Approved,DVxmBhpzRRMA, ,AmazonPrePaidLabel,138,INR,ATS,5.13543E+11,Seller,N,Y,B07KYQD52P,PRIME-LWWC16176105C,Leather World 8 Slots PU Leather Men Acrylic Display Glass Watch Organizer Box for Women (Black),1,CR-QUALITY_UNACCEPTABLE,Y,C-Returns,StandardRefund,IN-11698,09-Jan-23,699,1, , , , , ,699,gl_home
402-0434426-6525944,24-Dec-22,01-Jan-23,Approved,DGxMB7p2RRMA, ,AmazonPrePaidLabel,115,INR,ATS,5.13543E+11,Seller,N,Y,B07PGZWX1F,PRIME-LWWC16176114B,Leather World 8 Slots Vegan Leather Men Watch Box Organizer Case Women Storage Jewelry - Blue,1,CR-NOT_COMPATIBLE,Y,C-Returns,StandardRefund,IN-11430,07-Jan-23,649,1, , , , , ,649,gl_watch
408-4679682-6068311,20-Dec-22,01-Jan-23,Approved,DwRDBVphRRMA, ,AmazonPrePaidLabel,0, ,ATS,5.13544E+11,Seller,N,Y,B07PFV29ZM,PRIME-LWWC16176104B,Leather World 8 Slots PU Leather Men Watch Box Acrylic Display Glass Organizer Case Women Storage Jewelry - Blue,1,CR-DAMAGED_BY_FC,Y,C-Returns,Replacement, ,11-Jan-23,699,1, , , , , ,699,gl_home
403-2357507-0253940,28-Dec-22,01-Jan-23,Approved,DJRXBXpZRRMA, ,AmazonPrePaidLabel,172.5,INR,ATS,5.13543E+11,Seller,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,CR-DEFECTIVE,Y,C-Returns,StandardRefund,IN-11675,07-Jan-23,585,1, , , , , ,585,gl_watch
408-9847736-1689900,27-Dec-22,01-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21616E+11,Not Computed,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,UND-UNKNOWN,Y,Undelivered/Rejected,StandardRefund,IN-11586,05-Jan-23, , , , , , , , ,gl_watch
405-1760325-5185938,25-Dec-22,01-Jan-23,Approved,DCprBNpJRRMA, ,AmazonPrePaidLabel,172.5,INR,ATS,5.13543E+11,Seller,N,Y,B07PFV29ZM,PRIME-LWWC16176104B,Leather World 8 Slots PU Leather Men Watch Box Acrylic Display Glass Organizer Case Women Storage Jewelry - Blue,1,CR-ORDERED_WRONG_ITEM,Y,C-Returns,StandardRefund,IN-11481,09-Jan-23,699,1, , , , , ,699,gl_home
407-7494433-7413917,29-Dec-22,01-Jan-23,Approved,DnpSBHpsRRMA, ,AmazonPrePaidLabel,207,INR,ATS,5.13542E+11,Seller,N,Y,B07HD9P9ST,PRIME-LWOB16171121,Leather World Vegan Leather Briefcase Laptop Office Bag for Men and Women with Padded Protection for 14 inch Laptop Brown,1,CR-QUALITY_UNACCEPTABLE,Y,C-Returns,StandardRefund,IN-11699, ,799,1,VALID_DIFF_ITEM_RECEIVED,85888-73191-4269463,GRANT,11-Jan-23,501.16, ,gl_shoes
407-4529556-0777966,24-Dec-22,01-Jan-23,Approved,DJpMB4pNRRMA, ,AmazonPrePaidLabel,69,INR,ATS,5.13542E+11,Seller,N,Y,B07RGHZ836,PRIME-LWBP19203068B,Leather World Vegan Leather 15.6 inch Travel Bag College Laptop Backpack with USB Charging Port for Men and Women,1,AMZ-PG-BAD-DESC,Y,C-Returns,StandardRefund,IN-11384, ,854,1, , , , , , ,gl_luggage
402-8444939-9530710,30-Dec-22,01-Jan-23,Approved,DwnTBCp5RRMA, ,AmazonPrePaidLabel,69,INR,ATS,1.49311E+13,Seller,N,Y,B082KXC17D,PRIME-LWDB19204063,Leather World 55 L Vegan Leather Large Travel Luggage Duffle Bag Sports Gym Bags Overnight Bag for Men and Women Black,1,AMZ-PG-APP-STYLE,Y,C-Returns,StandardRefund,IN-11801, ,1199,1, , , , , ,1199,gl_luggage
403-7596015-1628360,24-Dec-22,01-Jan-23,Approved,DRnXBRp8RRMA, ,AmazonPrePaidLabel,207,INR,ATS,5.13542E+11,Seller,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,CR-DEFECTIVE,Y,C-Returns,StandardRefund,IN-11385,07-Jan-23,585,1, , , , , ,585,gl_watch
407-6334516-0997948,22-Dec-22,01-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21546E+11,Not Computed,N,Y,B07SNP6SZD,PRIME-LWBP19203084,Leather World Vegan Leather Brown14 inch Laptop College Casual Backpack for Women Travel Bag,1,UND-UNKNOWN,Y,Undelivered,StandardRefund,IN-11274,05-Jan-23, , , , , , , , ,gl_luggage
405-0757004-0185123,27-Dec-22,01-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21631E+11,Not Computed,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,UND-UNKNOWN,Y,Rejected,StandardRefund,IN-11591,04-Jan-23, , , , , , , , ,gl_watch
408-4423619-3833915,26-Dec-22,01-Jan-23,Approved,DznXB9pGRRMA, ,AmazonPrePaidLabel,0, ,ATS,5.13542E+11,Seller,N,Y,B07PHZ1JML,PRIME-LWWC16176059B,Leather World 8 Slots PU Leather Men Watch Box Display Organizer Case Women Storage Jewellery - Black,1,CR-DEFECTIVE,Y,C-Returns,Replacement, ,10-Jan-23,699,1, , , , , , ,gl_home
171-5456622-1531542,26-Dec-22,01-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21613E+11,Not Computed,N,Y,B084C52Z6M,PRIME-LWOB19201079,Leather World Vegan Leather Laptop Bag Premium 15.6 inch Laptop Briefcase Expandable Water-Resistant Shoulder Messenger Bag Computer Bag for Travel Business School Men and Women Brown,1,UND-UNKNOWN,Y,Rejected,StandardRefund,IN-11567,05-Jan-23, , , , , , , , ,gl_shoes
402-5934116-0713112,28-Dec-22,02-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21648E+11,Not Computed,N,Y,B0837W9Q6S,PRIME-LWHK2020101,Leather World Polyester 28 Cms Travel Duffle(Hiking_ Black-3),1,UND-UNKNOWN,Y,Rejected,StandardRefund,IN-11697,07-Jan-23, , , , , , , , ,gl_luggage
408-5611857-0816334,27-Dec-22,02-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21631E+11,Not Computed,N,Y,B081X1DNJ5,PRIME-LWDB20204060,Leather World 46.2 Liter Vegan Leather Back Water Resistant Sports Gym Travel Cabin Weekender Duffel Bag with Shoe Compartment for Men and Women,1,UND-UNKNOWN,Y,Rejected,StandardRefund,IN-11611,06-Jan-23, , , , , , , , ,gl_luggage
405-0555843-9854702,31-Dec-22,02-Jan-23,Approved,D0fmBLpRRRMA, ,AmazonPrePaidLabel,103.5,INR,ATS,5.13544E+11,Seller,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,CR-DEFECTIVE,Y,C-Returns,StandardRefund,IN-11859, ,585,1, , , , , ,585,gl_watch
405-0259218-6291571,16-Dec-22,02-Jan-23,Approved,DG0PBJp2RRMA, ,AmazonPrePaidLabel,230,INR,ATS,5.13544E+11,Seller,N,Y,B07PDXGR22,PRIME-LWWC16176092B,Leather World 8 Slots PU Leather Men Watch Box Acrylic Display Glass Organizer Case Women Storage Jewellery,1,CR-DEFECTIVE,N,Amazon CS,StandardRefund,IN-10815, ,699,1, , , , , , ,gl_home
171-9093666-9817161,25-Dec-22,02-Jan-23,Approved,D0L2BwpyRRMA, ,AmazonPrePaidLabel,172.5,INR,ATS,5.13544E+11,Seller,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,AMZ-PG-WJ-TOO-LARGE,Y,C-Returns,StandardRefund,IN-11503,07-Jan-23,585,1, , , , , ,585,gl_watch
171-6417409-1235524,28-Dec-22,02-Jan-23,Approved,DmGRB0pMRRMA, ,AmazonPrePaidLabel,172.5,INR,ATS,5.13544E+11,Seller,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,AMZ-PG-WJ-TOO-LARGE,Y,C-Returns,StandardRefund,IN-11687,06-Jan-23,585,1, , , , , ,585,gl_watch
405-7277105-7753149,28-Dec-22,02-Jan-23,Approved,DRs0BLpqRRMA, ,AmazonPrePaidLabel,207,INR,ATS,5.13544E+11,Seller,N,Y,B0779969J9,PRIME-LWWC16176135,Leather World 8 Slots PU Leather Men Watch Box Acrylic Display Glass Organizer Case Women Storage Jewellery - Tan,1,AMZ-PG-WJ-TOO-SMALL,Y,C-Returns,StandardRefund,IN-11660,09-Jan-23,683,1, , , , , ,683,gl_watch
402-1876363-4375563,29-Dec-22,02-Jan-23,Approved,DRsmBcpQRRMA, ,AmazonPrePaidLabel,172.5,INR,ATS,5.13544E+11,Seller,N,Y,B07PHZ1JML,PRIME-LWWC16176059B,Leather World 8 Slots PU Leather Men Watch Box Display Organizer Case Women Storage Jewellery - Black,1,AMZ-PG-WJ-TOO-SMALL,Y,C-Returns,StandardRefund,IN-11767,07-Jan-23,699,1, , , , , ,699,gl_home
408-2191026-4966709,25-Dec-22,02-Jan-23,Approved,D6s0BxpHRRMA, ,AmazonPrePaidLabel,138,INR,ATS,5.13544E+11,Seller,N,N,B0BGSCV94W,28LWLB22210,Leather World Formal Casual Black Stylish Genuine Leather Belts for Women (28),1,CR-SWITCHEROO,Y,C-Returns,StandardRefund,IN-11466, , ,1, , , , , , ,gl_apparel
408-1198382-7350756,17-Dec-22,02-Jan-23,Approved,Dgs7BvpbRRMA, ,AmazonPrePaidLabel,207,INR,ATS,5.13544E+11,Seller,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,CR-DEFECTIVE,Y,C-Returns,StandardRefund,IN-10904,09-Jan-23, ,1, , , , , , ,gl_watch
407-6800810-3275518,26-Dec-22,02-Jan-23,Approved,DJdRBWpGRRMA, ,AmazonPrePaidLabel,276,INR,ATS,5.13544E+11,Seller,N,Y,B084C2JB4Z,PRIME-LWOB19201078,Leather World Vegan Leather Laptop Bag Premium 15.6 inch Laptop Briefcase Expandable Water-Resistant Shoulder Messenger Bag Computer Bag for Travel Business School Men and Women Black,1,CR-SWITCHEROO,Y,Amazon CS,StandardRefund,IN-11524,09-Jan-23,1139.05,1,VALID_DIFF_ITEM_RECEIVED,68277-67312-4640965,GRANT,11-Jan-23,688.67,1139.05,gl_shoes
408-2216215-7061922,26-Dec-22,02-Jan-23,Approved,D1dJB9pvRRMA, ,AmazonPrePaidLabel,276,INR,ATS,5.13543E+11,Seller,N,Y,B084D3PVJX,PRIME-LWOB19201084,Leather World Briefcases for Men and Women 15.6 inch Laptop Bags Water-Resistant Lightweight Shoulder Messenger Office Bags Travel Case Tan,1,CR-QUALITY_UNACCEPTABLE,Y,C-Returns,StandardRefund,IN-11564,09-Jan-23,1139,1, , , , , ,1139,gl_luggage
403-7764700-5866752,27-Dec-22,02-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21631E+11,Not Computed,N,Y,B08NXL9F1P,PRIME-LWBP20213012,Fly Fashion Polyester Travel Cross Body Backpack Shoulder Chest Bag Lightweight Men and Women,2,UND-UNKNOWN,Y,Rejected,StandardRefund,IN-11601,06-Jan-23, , , , , , , , ,gl_luggage
403-0154628-0532345,26-Dec-22,02-Jan-23,Approved,DCdmBNpDRRMA, ,AmazonPrePaidLabel,552,INR,ATS,5.13543E+11,Seller,N,Y,B08LH752FN,PRIME-LWWC20216115,Leather World 10 Slots PU Leather Men Watch Box Acrylic Display Organizer Case Women Storage Jewellery - Blue,1,CR-DAMAGED_BY_CARRIER,Y,Amazon CS,StandardRefund,IN-11530,12-Jan-23,855,1, , , , , ,855,gl_watch
408-7092665-7105158,29-Dec-22,02-Jan-23,Approved,DmrMBCpZRRMA, ,AmazonPrePaidLabel,230,INR,ATS,5.13543E+11,Seller,N,Y,B0837TDP66,PRIME-LWHK2020102,Leather World Water-Resistant Polyester Convertible Duffel Bag & Rucksack for Men and Women Trekking Bag with Laptop Compartment Black,1,CR-NOT_COMPATIBLE,Y,C-Returns,StandardRefund,IN-11770,07-Jan-23,806,1, , , , , ,806,gl_luggage
403-9411747-2793917,28-Dec-22,02-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21648E+11,Not Computed,N,Y,B0837TDP66,PRIME-LWHK2020102,Leather World Water-Resistant Polyester Convertible Duffel Bag & Rucksack for Men and Women Trekking Bag with Laptop Compartment Black,1,UND-UNKNOWN,Y,Rejected,StandardRefund,IN-11658,06-Jan-23, , , , , , , , ,gl_luggage
406-4682361-8057139,31-Dec-22,02-Jan-23,Approved,DnrfBkpKRRMA, ,AmazonPrePaidLabel,103.5,INR,ATS,5.13543E+11,Seller,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,CR-UNWANTED_ITEM,Y,C-Returns,StandardRefund,IN-11844, ,585,1, , , , , ,585,gl_watch
403-2330097-0101111,29-Dec-22,02-Jan-23,Approved,DzrSBNpmRRMA, ,AmazonPrePaidLabel,172.5,INR,ATS,5.13543E+11,Seller,N,Y,B08KTD8K7J,PRIME-LWWC20216077,Leather World Mens Watch Case Small 4 Watch Box Beige PU Leather Display Glass Top Jewelry Case Organizer Women,1,CR-DEFECTIVE,Y,C-Returns,StandardRefund,IN-11756,09-Jan-23,436,1, , , , , ,436,gl_watch
402-1209265-0287566,20-Dec-22,02-Jan-23,Approved,DyrWBJpSRRMA, ,AmazonPrePaidLabel,345,INR,ATS,5.13543E+11,Seller,N,Y,B0779969J9,PRIME-LWWC16176135,Leather World 8 Slots PU Leather Men Watch Box Acrylic Display Glass Organizer Case Women Storage Jewellery - Tan,1,CR-SWITCHEROO,Y,Amazon CS,StandardRefund,IN-11116,09-Jan-23,1382,2, , , , , ,683,gl_watch
403-2370173-8525949,30-Dec-22,02-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21665E+11,Not Computed,N,Y,B084C461NB,PRIME-LWOB19201080,Leather World Vegan Leather Laptop Bag Premium 15.6 inch Laptop Briefcase Expandable Water-Resistant Shoulder Messenger Bag Computer Bag for Travel Business School Men and Women Tan,1,UND-UNKNOWN,Y,Rejected,StandardRefund,IN-11786,07-Jan-23, , , , , , , , ,gl_shoes
404-6372262-6800334,29-Dec-22,03-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21665E+11,Not Computed,N,Y,B0837TDP66,PRIME-LWHK2020102,Leather World Water-Resistant Polyester Convertible Duffel Bag & Rucksack for Men and Women Trekking Bag with Laptop Compartment Black,1,UND-UNKNOWN,Y,Rejected,StandardRefund,IN-11715,09-Jan-23, , , , , , , , ,gl_luggage
407-0385737-4160329,29-Dec-22,03-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21648E+11,Not Computed,N,Y,B0837TDP66,PRIME-LWHK2020102,Leather World Water-Resistant Polyester Convertible Duffel Bag & Rucksack for Men and Women Trekking Bag with Laptop Compartment Black,1,UND-UNKNOWN,Y,Rejected,StandardRefund,IN-11708,09-Jan-23, , , , , , , , ,gl_luggage
405-8714135-7514733,29-Dec-22,03-Jan-23,Approved,DzcxBrpfRRMA, ,AmazonPrePaidLabel,0, ,ATS,5.13545E+11,Seller,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,CR-DEFECTIVE,Y,C-Returns,Replacement, ,12-Jan-23,585,1, , , , , , ,gl_watch
402-4832241-8880352,31-Dec-22,03-Jan-23,Approved,DMYZBqp5RRMA, ,AmazonPrePaidLabel,103.5,INR,ATS,5.13545E+11,Seller,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,AMZ-PG-WJ-TOO-LARGE,Y,C-Returns,StandardRefund,IN-11877,06-Jan-23,585,1, , , , , ,585,gl_watch
405-7986834-2670708,01-Jan-23,04-Jan-23,Approved,DbbPBXpmRRMA, ,AmazonPrePaidLabel,92,INR,ATS,5.13546E+11,Seller,N,Y,B07KYQD52P,PRIME-LWWC16176105C,Leather World 8 Slots PU Leather Men Acrylic Display Glass Watch Organizer Box for Women (Black),1,CR-DAMAGED_BY_FC,Y,C-Returns,StandardRefund,IN-11921,09-Jan-23,699,1, , , , , ,699,gl_home
403-1744103-3658733,20-Nov-22,04-Jan-23,Approved,DDbwBYpYRRMA, ,AmazonPrePaidLabel,103.5,INR,ATS,5.13546E+11,Seller,N,N,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,CR-QUALITY_UNACCEPTABLE,N,Amazon CS,StandardRefund,IN-9135, ,585,1, , , , , , ,gl_watch
404-5434537-5889126,29-Dec-22,04-Jan-23,Approved,DmZyBDpGRRMA, ,AmazonPrePaidLabel,115,INR,ATS,5.13546E+11,Seller,N,N,B0BGSCV94W,28LWLB22210,Leather World Formal Casual Black Stylish Genuine Leather Belts for Women (28),1,CR-QUALITY_UNACCEPTABLE,Y,C-Returns,StandardRefund,IN-11728,09-Jan-23,399,1, , , , , ,399,gl_apparel
404-6592054-9792344,26-Dec-22,04-Jan-23,Approved,DGZRBcprRRMA, ,AmazonPrePaidLabel,287.5,INR,ATS,5.13546E+11,Seller,N,Y,B0837TDP66,PRIME-LWHK2020102,Leather World Water-Resistant Polyester Convertible Duffel Bag & Rucksack for Men and Women Trekking Bag with Laptop Compartment Black,1,AMZ-PG-APP-TOO-LARGE,Y,C-Returns,StandardRefund,IN-11516,10-Jan-23,806,1, , , , , ,806,gl_luggage
406-0240272-0417976,01-Jan-23,04-Jan-23,Approved,D3wcBLpmRRMA, ,AmazonPrePaidLabel,103.5,INR,ATS,5.13546E+11,Seller,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,AMZ-PG-BAD-DESC,Y,C-Returns,StandardRefund,IN-11957, ,535,1, , , , , ,585,gl_watch
407-2670017-2922749,29-Dec-22,04-Jan-23,Approved,DVwzBdpTRRMA, ,AmazonPrePaidLabel,345,INR,ATS,5.13546E+11,Seller,N,Y,B0837TDP66,PRIME-LWHK2020102,Leather World Water-Resistant Polyester Convertible Duffel Bag & Rucksack for Men and Women Trekking Bag with Laptop Compartment Black,1,CR-QUALITY_UNACCEPTABLE,Y,C-Returns,StandardRefund,IN-11711,11-Jan-23,806,1, , , , , ,806,gl_luggage
403-7451361-2498768,29-Dec-22,04-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21665E+11,Not Computed,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,UND-UNKNOWN,Y,Rejected,StandardRefund,IN-11749,09-Jan-23, , , , , , , , ,gl_watch
404-3642276-8897149,27-Dec-22,04-Jan-23,Approved,DCWmBBp5RRMA, ,AmazonPrePaidLabel,207,INR,ATS,5.13546E+11,Seller,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,CR-UNWANTED_ITEM,Y,C-Returns,StandardRefund,IN-11594,11-Jan-23,585,1, , , , , ,585,gl_watch
408-7448014-1312306,02-Jan-23,04-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21728E+11,Not Computed,N,Y,B07RJYCLVT,PRIME-LWMB16172028B,Leather World Brown 14.5 inch Messenger Bag Sling Bag Cross body Bag Office bag Laptop Bag for men and women (Black),1,UND-UNKNOWN,Y,Undelivered,StandardRefund,IN-12012,06-Jan-23, , , , , , , , ,gl_shoes
402-3775416-3123552,30-Dec-22,04-Jan-23,Approved, , ,AmazonPrePaidLabel,0, ,ATS,3.21682E+11,Not Computed,N,Y,B07PFV29ZM,PRIME-LWWC16176104B,Leather World 8 Slots PU Leather Men Watch Box Acrylic Display Glass Organizer Case Women Storage Jewelry - Blue,1,UND-UNKNOWN,Y,Rejected,StandardRefund,IN-11830,09-Jan-23, , , , , , , , ,gl_home
404-6335456-8229109,26-Dec-22,04-Jan-23,Approved,D1QPBYpdRRMA, ,AmazonPrePaidLabel,138,INR,ATS,5.13546E+11,Seller,N,Y,B07MW1PPGM,PRIME-LWSB16173009,Leather World PU Leather Sling Cross Body Travel Office Business Messenger Bag for Men Women r (23 x 10x 29 cm) (Brown),1,CR-QUALITY_UNACCEPTABLE,Y,C-Returns,StandardRefund,IN-11550, ,699,1, , , , , , ,gl_luggage
408-0320427-1269907,29-Dec-22,04-Jan-23,Approved,D9Q9BQpQRRMA, ,AmazonPrePaidLabel,69,INR,ATS,5.13546E+11,Seller,N,Y,B0837W9Q6S,PRIME-LWHK2020101,Leather World Polyester 28 Cms Travel Duffle(Hiking_ Black-3),1,AMZ-PG-BAD-DESC,Y,C-Returns,StandardRefund,IN-11935, , ,1, , , , , , ,gl_luggage
171-8786154-9652364,01-Jan-23,04-Jan-23,Approved,DlQpB9pvRRMA, ,AmazonPrePaidLabel,103.5,INR,ATS,5.13546E+11,Seller,N,Y,B08LT1D3TY,PRIME-LWWC20216140,Leather World 6 Slot PU Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,CR-UNWANTED_ITEM,Y,C-Returns,StandardRefund,IN-11932, ,535,1, , , , , ,585,gl_watch
407-7494433-7413917,29-Dec-22,04-Jan-23,Approved,DDQWBmpFRRMA, ,AmazonPrePaidLabel,207,INR,ATS,5.13545E+11,Seller,N,Y,B07HD9P9ST,PRIME-LWOB16171121,Leather World Vegan Leather Briefcase Laptop Office Bag for Men and Women with Padded Protection for 14 inch Laptop Brown,1,CR-SWITCHEROO,Y,Amazon CS,StandardRefund,IN-11699,11-Jan-23,799,1,VALID_DIFF_ITEM_RECEIVED,85888-73191-4269463,GRANT,11-Jan-23,501.16,799,gl_shoes
407-4529556-0777966,24-Dec-22,04-Jan-23,Approved,DzQHBbpHRRMA, ,AmazonPrePaidLabel,69,INR,ATS,5.13545E+11,Seller,N,Y,B07RGHZ836,PRIME-LWBP19203068B,Leather World Vegan Leather 15.6 inch Travel Bag College Laptop Backpack with USB Charging Port for Men and Women,1,AMZ-PG-BAD-DESC,Y,C-Returns,StandardRefund,IN-11384, ,854,1, , , , , , ,gl_luggage
407-4529556-0777966,24-Dec-22,04-Jan-23,Approved,D6QkBlpHRRMA, ,AmazonPrePaidLabel,69,INR,ATS,5.13545E+11,Seller,N,Y,B07RGHZ836,PRIME-LWBP19203068B,Leather World Vegan Leather 15.6 inch Travel Bag College Laptop Backpack with USB Charging Port for Men and Women,1,AMZ-PG-BAD-DESC,Y,C-Returns,StandardRefund,IN-11384, ,854,1, , , , , , ,gl_luggage
407-1552732-0731508,31-Dec-22,05-Jan-23,Approved,D08lBDpJRRMA, ,AmazonPrePaidLabel,207,INR,ATS,5.13547E+11,Seller,N,Y,B07PFV29ZM,PRIME-LWWC16176104B,Leather World 8 Slots PU Leather Men Watch Box Acrylic Display Glass Organizer Case Women Storage Jewelry - Blue,1,CR-UNWANTED_ITEM,Y,C-Returns,StandardRefund,IN-11839,11-Jan-23,699,1, , , , , ,699,gl_home
408-8982346-7097951,01-Jan-23,05-Jan-23,Approved,DD8cBfpNRRMA, ,AmazonUnPaidLabel,0, , , ,Seller,N,Y,B084MK46HJ,PRIME-LWWC16176140,Leather World 6 Slot Vegan Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,CR-QUALITY_UNACCEPTABLE,Y,C-Returns,StandardRefund,IN-11964, ,585,1, , , , , , ,gl_watch
404-6335456-8229109,26-Dec-22,05-Jan-23,Approved,D0g8B5phRRMA, ,AmazonPrePaidLabel,138,INR,ATS,5.13547E+11,Seller,N,Y,B07MW1PPGM,PRIME-LWSB16173009,Leather World PU Leather Sling Cross Body Travel Office Business Messenger Bag for Men Women r (23 x 10x 29 cm) (Brown),1,CR-QUALITY_UNACCEPTABLE,Y,Amazon CS,StandardRefund,IN-11550, ,699,1, , , , , , ,gl_luggage
408-2191026-4966709,25-Dec-22,05-Jan-23,Approved,DgglBTpVRRMA, ,AmazonPrePaidLabel,138,INR,ATS,5.13547E+11,Seller,N,N,B0BGSCV94W,28LWLB22210,Leather World Formal Casual Black Stylish Genuine Leather Belts for Women (28),1,CR-SWITCHEROO,Y,Amazon CS,StandardRefund,IN-11466, , ,1, , , , , , ,gl_apparel
408-9645018-4063567,01-Jan-23,05-Jan-23,Approved,DNMcBNpwRRMA, ,AmazonPrePaidLabel,172.5,INR,ATS,5.13547E+11,Seller,N,Y,B084MK46HJ,PRIME-LWWC16176140,Leather World 6 Slot Vegan Leather Men Watch Box Display Case Organizer Glass Women Jewelry Storage Black,1,CR-QUALITY_UNACCEPTABLE,Y,C-Returns,StandardRefund,IN-11931, ,585,1, , , , , , ,gl_watch
404-7492755-3493158,01-Jan-23,05-Jan-23,Approved,DbMvBppBRRMA, ,AmazonPrePaidLabel,172.5,INR,ATS,5.13547E+11,Seller,N,Y,B07JCBGYT9,PRIME-LWOB16171132,Leather World Laptop Bag 15.6 Inch Briefcase Shoulder Bag Water Resistant Laptop Bag Satchel Tablet Business Carrying Handbag Laptop Sleeve for Women and Men Brown,1,UNKNOWN_OTHER_REASON,Y,C-Returns,StandardRefund,IN-11913,12-Jan-23,899,1, , , , , ,899,gl_shoes
