ProductID,SKU,Platform,Inventory,TInventory,Benchmark,PlatformID
LWWC_26,LWWC16176075SP,F,4.0,22.0,10.0,
LWWC_26,WC6076,F,4.0,22.0,10.0,
LWWC_26,LWWC16176075,M,3.0,22.0,10.0,4700868
LWWC_26,lwwc16176075,SD,3.0,22.0,10.0,SDL440066604
LWWC_26,LWWC16176075,AJ,4.0,22.0,10.0,462462264001
LWWC_26,B07PFQ1K7G,JM,3.0,22.0,10.0,
LWWC_27,LWWC16176076,A,5.0,35.0,10.0,
LWWC_27,LWWC19206076,A,5.0,35.0,10.0,
LWWC_27,LWWC20216076,A,5.0,35.0,10.0,
LWWC_27,LWWC16176132,A,5.0,35.0,10.0,
LWWC_27,PRIME-LWWC20216076,A,5.0,35.0,10.0,
LWWC_27,PRIME-LWWC19206076,A,5.0,35.0,10.0,
LWWC_27,LWWC16176076,F,6.0,35.0,10.0,
LWWC_27,LWWC16176076B,F,6.0,35.0,10.0,
LWWC_27,LWWC16176076C,F,6.0,35.0,10.0,
LWWC_27,LWWC16176076,M,6.0,35.0,10.0,9192451
LWWC_27,lwwc16176076,SD,5.0,35.0,10.0,
LWWC_27,LWWC16176076,AJ,6.0,35.0,10.0,462462221001
LWWC_27,B07SBVZ49M,JM,5.0,35.0,10.0,
LWWC_28,LWWC20216001,A,7.0,39.0,10.0,
LWWC_28,LWWC20216001,F,8.0,39.0,10.0,
LWWC_28,LWWC20216001,M,7.0,39.0,10.0,14136006
LWWC_28,LWWC20216001,AJ,8.0,39.0,10.0,462462259001
LWWC_28,B07PDQ38H2,JM,7.0,39.0,10.0,
LWWC_29,LWWC16176081B,A,13.0,13.0,10.0,
LWWC_30,LWWC16176053C,A,18.0,18.0,10.0,
