amazon-order-id,merchant-order-id,purchase-date,last-updated-date,order-status,fulfillment-channel,sales-channel,order-channel,url,ship-service-level,product-name,sku,asin,item-status,quantity,currency,item-price,item-tax,shipping-price,shipping-tax,gift-wrap-price,gift-wrap-tax,item-promotion-discount,ship-promotion-discount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,is-business-order,purchase-order-number,price-designation,fulfilled-by,is-iba 
405-5177940-5575532,,2023-06-10T12:22:56+00:00,2023-06-15T07:02:15+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 4 Slots of Watche Case for Men and Women(TAN),4 PLAIN TAN,B0C6MPYKL1,Shipped,1,INR,399,42.75,,,,,,,BENGALURU,KARNATAKA,560102,IN,,FALSE,,,Easy Ship,FALSE
402-9408082-5379509,,2023-06-10T11:39:27+00:00,2023-06-13T08:16:16+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,THANE,MAHARASHTRA,400607,IN,,FALSE,,,Easy Ship,FALSE
405-6259896-4635521,,2023-06-10T11:29:00+00:00,2023-06-15T03:37:28+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,AHMEDABAD,GUJARAT,380015,IN,,FALSE,,,Easy Ship,FALSE
402-1264568-6722725,,2023-06-10T07:45:55+00:00,2023-06-15T12:18:42+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 10 Slots of Watches for Men and Women with Transparent Display,FLYWC16176117,B0C1S3H98P,Shipped,1,INR,899,130.28,,,,,38.09,,GURUGRAM,HARYANA,122003,IN,VPC-44571-90342437 Coupon,FALSE,,,Easy Ship,FALSE
405-5925242-6557144,,2023-06-10T07:42:44+00:00,2023-06-15T07:19:45+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,599,64.18,,,,,,,Chennai,TAMIL NADU,600033,IN,,FALSE,,,Easy Ship,FALSE
404-7445640-4805110,,2023-06-10T07:28:27+00:00,2023-06-15T08:41:01+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 8 Slots Watch Box Case Leatherette Storage Organizer Men Women (Blue),LGWC20216104,B08M8T49D1,Shipped,1,INR,779,79.29,,,,,34.78,,CHENNAI,TAMIL NADU,600107,IN,VPC-44571-86226132 Coupon,FALSE,,,Easy Ship,FALSE
403-5868368-8906740,,2023-06-10T07:22:13+00:00,2023-06-14T07:28:29+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 4 Slots of Watche Case for Men and Women(TAN),4 PLAIN TAN,B0C6MPYKL1,Shipped,1,INR,399,42.76,,,,,,,Thane,MAHARASHTRA,400612,IN,,FALSE,,,Easy Ship,FALSE
408-3584887-5961916,,2023-06-10T07:02:28+00:00,2023-06-14T09:56:15+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather Gifts Leatherette Sling Cross Body Messenger Travel Organizer Bag Men Women Daily Use Brown,LEATHERGIFTSSB18193022,B07S48C66K,Shipped,1,INR,599,64.18,,,,,,,CHIPLUN,MAHARASHTRA,415605,IN,,FALSE,,,Easy Ship,FALSE
404-5547813-0167532,,2023-06-10T04:46:20+00:00,2023-06-15T06:28:56+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 8 Slots Watch Box Case Leatherette Storage Organizer Men Women (Blue),LGWC20216104,B08M8T49D1,Shipped,1,INR,779,79.29,,,,,34.78,,CHENNAI,TAMIL NADU,600092,IN,VPC-44571-86226132 Coupon,FALSE,,,Easy Ship,FALSE
404-5961102-7373931,,2023-06-10T04:44:21+00:00,2023-06-17T03:49:18+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather Gifts Leatherette 6 Slots Watch Box Case Organizer Storage Men Women Holder (Black),LGWC20216140,B08M3SCS77,Shipped,1,INR,649,66.06,,,,,28.97,,BALASORE,ODISHA,756003,IN,VPC-44571-86228009 Coupon,FALSE,,,Easy Ship,FALSE
408-5469265-2845907,,2023-06-10T02:12:31+00:00,2023-06-15T11:16:25+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,579,62.04,,,,,,,BENGALURU,KARNATAKA,560043,IN,,FALSE,,,Easy Ship,FALSE
407-0711822-7122711,,2023-06-10T01:51:18+00:00,2023-06-19T17:58:07+00:00,Shipped - Returning to Seller,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Unisex Water-Resistant Stylish Casual Office College Travel Sling One Side Shoulder Bag (Blue),FLYBP20213015,B08NTFCMZD,Shipped,1,INR,485,51.96,,,,,,,HALDWANI,UTTARAKHAND,263139,IN,,FALSE,,,Easy Ship,FALSE
402-2289028-5705906,,2023-06-10T00:27:17+00:00,2023-06-17T05:07:05+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,579,62.04,,,,,,,KOLKATA,WEST BENGAL,700047,IN,,FALSE,,,Easy Ship,FALSE
402-6191309-7662707,,2023-06-09T23:04:41+00:00,2023-06-15T09:11:47+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,FARIDABAD,HARYANA,121006,IN,,FALSE,,,Easy Ship,FALSE
408-1550847-8166734,,2023-06-09T19:55:46+00:00,2023-06-15T05:51:34+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,AHMEDABAD,GUJARAT,380015,IN,,FALSE,,,Easy Ship,FALSE
408-6534076-1247527,,2023-06-09T19:54:36+00:00,2023-06-09T20:10:28+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,,0,,,,,,,,,,AHMEDABAD,GUJARAT,380015,IN,,FALSE,,,Easy Ship,FALSE
408-0042223-6641916,,2023-06-09T19:51:43+00:00,2023-06-09T20:08:03+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,,0,,,,,,,,,,AHMEDABAD,GUJARAT,380015,IN,,FALSE,,,Easy Ship,FALSE
403-9527270-3988331,,2023-06-09T18:25:06+00:00,2023-06-14T09:23:42+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.58,,,,,,,PUNE,MAHARASHTRA,411021,IN,,FALSE,,,Easy Ship,FALSE
406-2482064-2476311,,2023-06-09T18:17:20+00:00,2023-06-15T06:25:47+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 4 Slots of Watche Case for Men and Women(TAN),4 PLAIN TAN,B0C6MPYKL1,Shipped,1,INR,399,42.75,,,,,,,Chennai,TAMIL NADU,600045,IN,,FALSE,,,Easy Ship,FALSE
171-0889759-5525107,,2023-06-09T17:38:37+00:00,2023-06-15T03:34:13+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 10 Slots of Watches for Men and Women with Transparent Display Coffee Brown,FLYWC6081,B0C6R3F7SN,Shipped,1,INR,899,137.14,,,,,,,HYDERABAD,TELANGANA,501505,IN,,FALSE,,,Easy Ship,FALSE
403-1710637-0268321,,2023-06-09T17:08:09+00:00,2023-06-19T12:24:39+00:00,Shipped - Returned to Seller,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,HYDERABAD,TELANGANA,500020,IN,,FALSE,,,Easy Ship,FALSE
405-0838775-2561101,,2023-06-09T15:22:24+00:00,2023-06-13T08:52:17+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World PU Leather 4 Slot Watch Box Organizer Case Storage Box Watches Men Women (Beige- Window),LGWC20216077,B08M3RGWYD,Shipped,1,INR,449,48.11,,,,,,,BENGALURU,KARNATAKA,560066,IN,,FALSE,,,Easy Ship,FALSE
402-8026327-9181155,,2023-06-09T15:20:49+00:00,2023-06-13T08:59:49+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,LUCKNOW,UTTAR PRADESH,226022,IN,,FALSE,,,Easy Ship,FALSE
407-1529948-1144344,,2023-06-09T15:02:34+00:00,2023-06-09T15:13:03+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,,0,,,,,,,,,,ANKLESHWAR,GUJARAT,393002,IN,,FALSE,,,Easy Ship,FALSE
403-3627101-0578715,,2023-06-09T14:45:08+00:00,2023-06-16T05:11:30+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.58,,,,,,,Pune,MAHARASHTRA,411004,IN,,FALSE,,,Easy Ship,FALSE
407-8851450-9417918,,2023-06-09T14:36:36+00:00,2023-06-14T06:49:54+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather Gifts PU Leather 4 Slot Watch Box Organizer Case Storage Box Watches Men Women,LG6077,B07QKC3VWF,Shipped,1,INR,437,66.66,,,,,,,PALAKKAD,KERALA,678007,IN,,FALSE,,,Easy Ship,FALSE
404-3712225-1693962,,2023-06-09T14:23:44+00:00,2023-06-13T13:28:27+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,BENGALURU,KARNATAKA,560093,IN,,FALSE,,,Easy Ship,FALSE
406-5649651-1187563,,2023-06-09T13:46:54+00:00,2023-06-13T13:41:05+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,GURUGRAM,HARYANA,122101,IN,,FALSE,,,Easy Ship,FALSE
403-0141793-5789939,,2023-06-09T13:22:41+00:00,2023-06-15T08:39:48+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,SILIGURI,WEST BENGAL,734006,IN,,FALSE,,,Easy Ship,FALSE
406-7100206-9241132,,2023-06-09T13:03:05+00:00,2023-06-14T09:08:54+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,LUCKNOW,UTTAR PRADESH,226007,IN,,FALSE,,,Easy Ship,FALSE
403-9573106-8958739,,2023-06-09T12:35:53+00:00,2023-06-14T09:52:18+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World PU Leather Travel Duffle Bags Men Women Luggage Cabin Bags Large Bags -Black,LGDB19204063,B09RH4VJ5B,Shipped,1,INR,999,107.04,,,,,,,SIVAGANGA,TAMIL NADU,630561,IN,,FALSE,,,Easy Ship,FALSE
403-6233008-0967505,,2023-06-09T11:53:00+00:00,2023-06-14T13:05:47+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather Gifts Gym Leather Bag for Men Women Boys Girls Travel Duffle Shoulder Bag (Brown),LGDB16174098,B098B9T4QP,Shipped,1,INR,539,57.75,,,,,,,Varanasi,UTTAR PRADESH,221010,IN,,FALSE,,,Easy Ship,FALSE
408-5528631-4151540,,2023-06-09T11:16:50+00:00,2023-06-14T15:54:38+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 10 Slots of Watches for Men and Women,FLYWC16176125,B0C1NG8QDP,Shipped,1,INR,799,121.88,,,,,,,JALANDHAR,PUNJAB,144001,IN,,FALSE,,,Easy Ship,FALSE
403-7708331-2520308,,2023-06-09T10:49:07+00:00,2023-06-13T14:33:48+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.58,,,,,,,MUMBAI,MAHARASHTRA,400104,IN,,FALSE,,,Easy Ship,FALSE
404-9169972-2967542,,2023-06-09T10:21:04+00:00,2023-06-13T08:36:51+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,BANGALORE,KARNATAKA,560072,IN,,FALSE,,,Easy Ship,FALSE
404-1020753-0411526,,2023-06-09T08:11:32+00:00,2023-06-16T06:21:22+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World PU Leather 4 Slot Watch Box Organizer Case Storage Box Watches Men Women (Beige- Plain),LGWC20216097,B08M3ZR6ZC,Shipped,1,INR,399,60.86,,,,,,,MADURAI,TAMIL NADU,625007,IN,,FALSE,,,Easy Ship,FALSE
402-0589576-7709148,,2023-06-09T08:09:53+00:00,2023-06-15T03:55:15+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,2,INR,1168,125.14,,,,,,,KOLKATA,WEST BENGAL,700020,IN,,FALSE,,,Easy Ship,FALSE
407-1467090-8252364,,2023-06-09T08:00:52+00:00,2023-06-13T07:31:06+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,BENGALURU,KARNATAKA,560037,IN,,FALSE,,,Easy Ship,FALSE
407-7697282-1666769,,2023-06-09T07:54:24+00:00,2023-06-16T10:39:34+00:00,Shipped - Returned to Seller,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.58,,,,,,,THANE,MAHARASHTRA,401107,IN,,FALSE,,,Easy Ship,FALSE
408-6327349-5109163,,2023-06-09T07:39:28+00:00,2023-06-13T11:10:31+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather Gifts Leatherette 6 Slots Watch Box Case Organizer Storage Men Women Holder (Black),LGWC20216140,B08M3SCS77,Shipped,1,INR,0,,,,,,,,MYSURU,KARNATAKA,570028,IN,,FALSE,,,Easy Ship,FALSE
404-1192631-2116321,,2023-06-09T07:38:05+00:00,2023-06-15T12:35:36+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World PU Leather 4 Slot Watch Box Organizer Case Storage Box Watches Men Women (Beige- Window),LGWC20216077,B08M3RGWYD,Shipped,1,INR,449,48.11,,,,,,,Kothanalloor,KERALA,686632,IN,,FALSE,,,Easy Ship,FALSE
408-9369615-4305144,,2023-06-09T06:56:35+00:00,2023-06-15T05:28:20+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,MOHALI,PUNJAB,140308,IN,,FALSE,,,Easy Ship,FALSE
405-2102486-9045921,,2023-06-09T06:49:38+00:00,2023-06-14T02:40:27+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,VIJAYAWADA,ANDHRA PRADESH,520001,IN,,FALSE,,,Easy Ship,FALSE
402-4471417-6097123,,2023-06-09T06:39:18+00:00,2023-06-15T08:38:45+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather Gifts PU Leather 4 Slot Watch Box Organizer Case Storage Box Watches Men Women,LG6077,B07QKC3VWF,Shipped,1,INR,437,66.66,,,,,,,PATNA,BIHAR,800023,IN,,FALSE,,,Easy Ship,FALSE
402-3462698-5520334,,2023-06-09T06:25:33+00:00,2023-06-13T07:19:22+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,NOIDA,UTTAR PRADESH,201301,IN,,FALSE,,,Easy Ship,FALSE
408-7063206-0209922,,2023-06-09T06:17:49+00:00,2023-06-13T05:22:06+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,2,INR,1168,125.14,,,,,,,CHENNAI,TAMIL NADU,600053,IN,,FALSE,,,Easy Ship,FALSE
406-0999616-2301137,,2023-06-09T06:04:07+00:00,2023-06-11T07:25:24+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.58,,,,,,,VASAI VIRAR,MAHARASHTRA,401305,IN,,FALSE,,,Easy Ship,FALSE
402-7904404-8540337,,2023-06-09T05:49:19+00:00,2023-06-12T15:40:07+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,SURAT,GUJARAT,395003,IN,,FALSE,,,Easy Ship,FALSE
402-6278727-2241125,,2023-06-09T05:43:32+00:00,2023-06-14T06:47:16+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,VISAKHAPATNAM,ANDHRA PRADESH,530020,IN,,FALSE,,,Easy Ship,FALSE
408-1147886-8686760,,2023-06-09T03:07:16+00:00,2023-06-16T14:14:39+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.58,,,,,,,PUNE,MAHARASHTRA,411028,IN,,FALSE,,,Easy Ship,FALSE
403-3183555-4909929,,2023-06-08T23:42:38+00:00,2023-06-11T06:17:58+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 10 Slots of Watches for Men and Women Coffee brown,FLYWC6141,B0C6QSZZCQ,Shipped,1,INR,799,121.88,,,,,,,KARJAT RAIGARH DISTRICT,MAHARASHTRA,410201,IN,,FALSE,,,Easy Ship,FALSE
404-3565660-9972326,,2023-06-08T19:19:10+00:00,2023-06-13T06:05:21+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,HYDERABAD,TELANGANA,500005,IN,,FALSE,,,Easy Ship,FALSE
407-3490897-3525138,,2023-06-08T18:45:41+00:00,2023-06-09T22:23:05+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World PU Leather 4 Slot Watch Box Organizer Case Storage Box Watches Men Women (Beige- Plain),LGWC20216097,B08M3ZR6ZC,,0,INR,338.14,60.86,,,,,,,Mumbai,MAHARASHTRA,400097,IN,,FALSE,,,Easy Ship,FALSE
171-3697289-6929909,,2023-06-08T18:41:38+00:00,2023-06-11T13:31:24+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 4 Slots of Watche Case for Men and Women(TAN),4 PLAIN TAN,B0C6MPYKL1,Shipped,1,INR,399,42.76,,,,,,,Mumbai,Maharashtra,400011,IN,,FALSE,,,Easy Ship,FALSE
402-8058261-5353928,,2023-06-08T18:38:26+00:00,2023-06-14T06:01:28+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 6 Slots Watch Box Storage Jewelry Organizer Case for Men Women Vegan Leather Blue,LWWC20216094,B0779BZV2M,Shipped,1,INR,584,62.57,,,,,,,DASUYA,PUNJAB,144205,IN,,FALSE,,,Easy Ship,FALSE
402-3077395-9324363,,2023-06-08T16:36:04+00:00,2023-06-13T03:35:00+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather Gifts Leatherette 6 Slots Watch Box Case Organizer Storage Men Women Holder (Black),LGWC20216140,B08M3SCS77,Shipped,1,INR,649,66.06,,,,,28.97,,Bengaluru,KARNATAKA,560094,IN,VPC-44571-86228009 Coupon,FALSE,,,Easy Ship,FALSE
407-0529038-5113964,,2023-06-08T16:07:36+00:00,2023-06-16T06:10:44+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 8 Slots Watch Box Case Leatherette Storage Organizer Men Women (Blue),LGWC20216104,B08M8T49D1,Shipped,1,INR,799,81.32,,,,,35.67,,Pune,MAHARASHTRA,411004,IN,VPC-44571-86226132 Coupon,FALSE,,,Easy Ship,FALSE
407-8339307-9354742,,2023-06-08T15:18:53+00:00,2023-06-13T10:58:22+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather Gifts Leatherette 6 Slots Watch Box Case Organizer Storage Men Women Holder (Black),LGWC20216140,B08M3SCS77,Shipped,1,INR,649,66.06,,,,,28.97,,DEHRADUN,UTTARAKHAND,248003,IN,VPC-44571-86228009 Coupon,FALSE,,,Easy Ship,FALSE
405-3207452-7517903,,2023-06-08T15:16:15+00:00,2023-06-14T06:57:07+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather Gifts Gym Leather Bag for Men Women Boys Girls Travel Duffle Shoulder Bag (Brown),LGDB16174098,B098B9T4QP,Shipped,1,INR,539,57.75,,,,,,,UDUMBANCHOLA,KERALA,685604,IN,,FALSE,,,Easy Ship,FALSE
405-5540502-5105947,,2023-06-08T15:05:09+00:00,2023-06-08T19:23:21+00:00,Cancelled,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather Gifts Gym Leather Bag for Men Women Boys Girls Travel Duffle Shoulder Bag (Brown),LGDB16174098,B098B9T4QP,,0,,,,,,,,,,idukki,KERALA,685604,IN,,FALSE,,,Easy Ship,FALSE
407-3504966-1308364,,2023-06-08T14:22:04+00:00,2023-06-14T07:30:43+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Leather World 8 Slots Watch Box Case Leatherette Storage Organizer Men Women (Blue),LGWC20216104,B08M8T49D1,Shipped,1,INR,799,81.33,,,,,35.67,,KOLKATA,WEST BENGAL,700014,IN,VPC-44571-86226132 Coupon,FALSE,,,Easy Ship,FALSE
403-8019633-3538709,,2023-06-08T11:48:39+00:00,2023-06-13T04:51:14+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Unisex Water-Resistant Stylish Casual Office College Travel Sling One Side Shoulder Bag (Dark Grey),FLYBP20213014,B08NPW3ZPR,Shipped,1,INR,484,51.86,,,,,,,COIMBATORE,TAMIL NADU,641025,IN,,FALSE,,,Easy Ship,FALSE
403-3156825-5756330,,2023-06-08T09:26:11+00:00,2023-06-15T13:08:58+00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,WebsiteOrderChannel,,Standard,Fly Fashion Watch Box Holder Organizer Case in 4 Slots of Watches for Men and Women(BROWN),4 brown plain,B0C6MPXVQZ,Shipped,1,INR,399,42.76,,,,,,,PUNE,MAHARASHTRA,411028,IN,,FALSE,,,Easy Ship,FALSE
