Return Order No,Cust Return Created Date,JioCode,SELLER_SKU,EAN,Category,Brand,Return QTY,Return Value,Return Reason,Return Sub reason,Return type,Listing Name,Image URL
RT116192654,Sat Jun 17 19:05:29 IST 2023,462314479001,LWOB16171071,8905371648924,Men-Laptop Bags,LEATHER WORLD,1,710.0,Defective/Damage Product received,Received damaged,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/sN9I/6479615842f9e729d71280f4/-462314479-brown-MODEL.jpg
RT116210005,Sat Jun 17 18:34:29 IST 2023,462421213001,LWHK2020106,8905372938703,Men-Backpacks,LEATHER WORLD,1,630.0,Did not like the product,Does not look good on me,RVP,Typographic Print Rucksack ,https://assets.ajio.com/medias/sys_master/root/20230602/keX0/6479a07142f9e729d71a546a/-462421213-multi-MODEL.jpg
RT116157806,Sat Jun 17 17:39:55 IST 2023,462469791001,LWWC16176107,8905372446055,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,721.0,Size/Colour Issue,Does not fit well,RVP, Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/1wmv/64798eb1d55b7d0c6341f197/-462469791-brown-MODEL.jpg
RT116185430,Sat Jun 17 17:38:28 IST 2023,463084566001,LWDB214103,8905471600488,Men-Sports & Utility Bag,LEATHER WORLD,1,687.0,Did not like the product,Did not like color,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT116190224,Sat Jun 17 17:04:58 IST 2023,462462229001,LWWC16176104,8905372446116,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,611.0,Defective/Damage Product received,Received damaged,RVP,Unisex 8 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/wP3U/6479865a42f9e729d716d5d3/-462462229-blue-MODEL.jpg
RT116154636,Sat Jun 17 16:41:20 IST 2023,462418636001,LWHK2020104,8905372938727,Men-Backpacks,LEATHER WORLD,1,630.0,Others,Found better product,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20230602/gwyu/6479990242f9e729d7196559/-462418636-multi-MODEL.jpg
RT116161475,Sat Jun 17 16:40:40 IST 2023,462365249001,LWOB16171125,8905371649112,Men-Laptop Bags,LEATHER WORLD,1,878.0,Wrong Item Shipped ,Different product delivered,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/LtZr/64799688d55b7d0c63430c46/-462365249-brown-MODEL.jpg
RT116144959,Sat Jun 17 16:35:13 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Size/Colour Issue,Size is smaller than expected,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT116157525,Sat Jun 17 16:21:10 IST 2023,463084566001,LWDB214103,8905471600488,Men-Sports & Utility Bag,LEATHER WORLD,1,687.0,Did not like the product,Not happy with product quality,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT116143782,Sat Jun 17 15:41:16 IST 2023,462418269001,LWOB19201079,8905372589639,Men-Laptop Bags,LEATHER WORLD,1,882.0,Did not like the product,Does not look good on me,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/fsrv/6479957d42f9e729d718e1ea/-462418269-brown-MODEL.jpg
RT116034989,Sat Jun 17 15:25:43 IST 2023,462462240001,LWWC16176115,8905372446048,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,721.0,Others,Different product delivered,RVP,Unisex 10 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/Big9/6479917bd55b7d0c6342555a/-462462240-blue-MODEL.jpg
RT116141612,Sat Jun 17 15:15:00 IST 2023,462329704001,LWDB16174014,8905371649174,Men-Travel Bags,LEATHER WORLD,1,733.0,Did not like the product,Not happy with product quality,RVP,Colourblock Travel Bag,https://assets.ajio.com/medias/sys_master/root/20230602/5qQS/64795fbcd55b7d0c633ce4dc/-462329704-blue-MODEL.jpg
RT116131986,Sat Jun 17 15:13:20 IST 2023,462329704001,LWDB16174014,8905371649174,Men-Travel Bags,LEATHER WORLD,1,733.0,Others,Found better product,RVP,Colourblock Travel Bag,https://assets.ajio.com/medias/sys_master/root/20230602/5qQS/64795fbcd55b7d0c633ce4dc/-462329704-blue-MODEL.jpg
RT116161088,Sat Jun 17 14:48:37 IST 2023,462462239001,LWWC16176117,8905372446031,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,721.0,Size/Colour Issue,Size is smaller than expected,RVP,Unisex 10 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/luRp/647995b6d55b7d0c6342eb88/-462462239-black-MODEL.jpg
RT116135669,Sat Jun 17 14:23:10 IST 2023,463084566001,LWDB214103,8905471600488,Men-Sports & Utility Bag,LEATHER WORLD,1,687.0,Size/Colour Issue,Want to change style color,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT116136537,Sat Jun 17 14:02:57 IST 2023,462462229001,LWWC16176104,8905372446116,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,611.0,Defective/Damage Product received,Received damaged,RVP,Unisex 8 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/wP3U/6479865a42f9e729d716d5d3/-462462229-blue-MODEL.jpg
RT116054126,Sat Jun 17 13:47:32 IST 2023,462462233001,LWWC16176105,8905372446109,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,611.0,Others,Others,RVP,Unisex 8 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/2ddJ/647989e0d55b7d0c6341492a/-462462233-black-MODEL.jpg
RT116124795,Sat Jun 17 13:43:20 IST 2023,463084566001,LWDB214103,8905471600488,Men-Sports & Utility Bag,LEATHER WORLD,1,687.0,Did not like the product,Not happy with product quality,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT116122733,Sat Jun 17 13:03:05 IST 2023,462462240001,LWWC16176115,8905372446048,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,721.0,Defective/Damage Product received,Product torn worn out,RVP,Unisex 10 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/Big9/6479917bd55b7d0c6342555a/-462462240-blue-MODEL.jpg
RT116132426,Sat Jun 17 12:56:58 IST 2023,462327854001,LWDB19204089,8905371649228,Men-Travel Bags,LEATHER WORLD,1,893.0,Defective/Damage Product received,Received damaged,RVP,Textured Travel Bag,https://assets.ajio.com/medias/sys_master/root/20230602/nfOA/64795c73d55b7d0c633c7a1f/-462327854-brown-MODEL.jpg
RT116142076,Sat Jun 17 12:47:38 IST 2023,462329710001,LWDB19204084,8905371649266,Men-Travel Bags,LEATHER WORLD,1,848.0,Size/Colour Issue,Does not fit well,RVP,Textured Duffle Bag,https://assets.ajio.com/medias/sys_master/root/20230602/y5fd/64797f2bd55b7d0c633fd06d/-462329710-brown-MODEL.jpg
RT116134193,Sat Jun 17 12:24:09 IST 2023,462389061001,LWBP19203068,8905372938796,Men-Backpacks,LEATHER WORLD,1,702.0,Defective/Damage Product received,Received defective merchandise,RVP,Textured Travel Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/1JKA/64799eccd55b7d0c634427c1/-462389061-multi-MODEL.jpg
RT116135065,Sat Jun 17 11:52:23 IST 2023,462462221001,LWWC16176076,8905372445980,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,763.0,Defective/Damage Product received,Product torn worn out,RVP,Unisex 12 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/qW7p/64799e71d55b7d0c63441cb5/-462462221-blue-MODEL.jpg
RT116103766,Sat Jun 17 11:13:39 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,733.0,Did not like the product,Not happy with product quality,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
RT116113532,Sat Jun 17 11:10:21 IST 2023,462418282001,LWOB19201082,8905372589615,Men-Laptop Bags,LEATHER WORLD,1,882.0,Defective/Damage Product received,Received defective merchandise,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/jaJy/6294ac41aeb26921aff33a0b/-462418282-black-MODEL.jpg
RT116113524,Sat Jun 17 11:09:04 IST 2023,462418269001,LWOB19201079,8905372589639,Men-Laptop Bags,LEATHER WORLD,1,882.0,Wrong Item Shipped ,Product not as displayed on website,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/fsrv/6479957d42f9e729d718e1ea/-462418269-brown-MODEL.jpg
RT115994235,Sat Jun 17 10:42:45 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,733.0,Others,Others,Self Ship Without Shipping Charge,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
RT116101563,Sat Jun 17 09:50:35 IST 2023,462364273001,LWDB19204061,8905371649235,Men-Travel Bags,LEATHER WORLD,1,893.0,Wrong Item Shipped,Different product delivered,RVP,Textured Travel Bag,https://assets.ajio.com/medias/sys_master/root/20230602/F5xX/64797f5942f9e729d715db15/-462364273-brown-MODEL.jpg
RT116094510,Sat Jun 17 08:08:21 IST 2023,462314114001,LWOB16171124,8905371649129,Men-Laptop Bags,LEATHER WORLD,1,878.0,Did not like the product,Did not like color,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/RB1N/64797fe342f9e729d715edfc/-462314114-brown-MODEL.jpg
RT116094510,Sat Jun 17 08:08:21 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,733.0,Size/Colour Issue,Size is smaller than expected,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
RT116095170,Fri Jun 16 23:55:33 IST 2023,462389205001,LWBP19203067,8905372938802,Men-Backpacks,LEATHER WORLD,1,702.0,Did not like the product,Does not look good on me,RVP,Textured Everyday Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/xdjr/6479976342f9e729d7192a88/-462389205-brown-MODEL.jpg
RT116073705,Fri Jun 16 23:10:58 IST 2023,462278005001,LWSB20213016,8905370901655,Men-Fashion Bags,LEATHER WORLD,1,566.0,Size/Colour Issue,Size is smaller than expected,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20230602/1APB/647982e642f9e729d7165bc9/-462278005-brown-MODEL.jpg
RT116066349,Fri Jun 16 20:27:40 IST 2023,462389282002,FLYBP2101,8905372049331,Men-Backpacks,FLY FASHION,1,630.0,Size/Colour Issue,Does not fit well,RVP,Everyday Backpack with Branding,https://assets.ajio.com/medias/sys_master/root/20230602/xZ6R/6479a2c6d55b7d0c6344a5a3/-462389282-blue-MODEL.jpg
RT116062318,Fri Jun 16 20:17:00 IST 2023,462519756001,LWBP20213016,8905372049171,Men-Fashion Bags,FLY FASHION,1,475.0,Did not like the product,Does not look good on me,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20230602/0whN/6479a39c42f9e729d71ab7b0/-462519756-black-MODEL.jpg
RT116014800,Fri Jun 16 20:10:37 IST 2023,462587952001,FLYOB202101,8905468485715,Men-Laptop Bags,FLY FASHION,1,553.0,Did not like the product,Not happy with product quality,RVP,Colourblock Laptop Bag with Detachable Strap ,https://assets.ajio.com/medias/sys_master/root/20230602/pB62/6479a50b42f9e729d71ae566/-462587952-silver-MODEL.jpg
RT116061220,Fri Jun 16 19:49:26 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,733.0,Did not like the product,Not happy with product quality,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
RT116071022,Fri Jun 16 19:45:19 IST 2023,462469791001,LWWC16176107,8905372446055,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,721.0,Others,Found better price elsewhere,RVP, Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/1wmv/64798eb1d55b7d0c6341f197/-462469791-brown-MODEL.jpg
RT116057237,Fri Jun 16 19:30:47 IST 2023,463084566001,LWDB214103,8905471600488,Men-Sports & Utility Bag,LEATHER WORLD,1,687.0,Did not like the product,Not happy with product quality,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT116056244,Fri Jun 16 19:28:14 IST 2023,462308805001,LWDB16174096,8905371649181,Men-Travel Bags,LEATHER WORLD,1,595.0,Did not like the product,Not happy with product quality,RVP,Travel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/udRu/64797d1bd55b7d0c633fa248/-462308805-blue-MODEL.jpg
RT116057146,Fri Jun 16 19:09:36 IST 2023,462389205001,LWBP19203067,8905372938802,Men-Backpacks,LEATHER WORLD,1,702.0,Did not like the product,Not happy with product quality,RVP,Textured Everyday Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/xdjr/6479976342f9e729d7192a88/-462389205-brown-MODEL.jpg
RT115994105,Fri Jun 16 17:08:08 IST 2023,462469804001,LWWC16176091,8905372446130,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,611.0,Others,Others,RVP, Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/KuUt/6479950dd55b7d0c6342d3bd/-462469804-multi-MODEL.jpg
RT116009144,Fri Jun 16 16:59:57 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,733.0,Others,Product not required anymore,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
RT115964897,Fri Jun 16 16:15:52 IST 2023,462590633002,LWOB2021004,8905468421591,Men-Laptop Bags,LEATHER WORLD,1,882.0,Size/Colour Issue,Size is larger than expected,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20230602/lv8w/64798b17d55b7d0c6341725e/-462590633-brown-MODEL.jpg
RT115960902,Fri Jun 16 15:38:29 IST 2023,462462221001,LWWC16176076,8905372445980,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,763.0,Defective/Damage Product received,Product torn worn out,RVP,Unisex 12 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/qW7p/64799e71d55b7d0c63441cb5/-462462221-blue-MODEL.jpg
RT115957937,Fri Jun 16 14:47:46 IST 2023,462389061001,LWBP19203068,8905372938796,Men-Backpacks,LEATHER WORLD,1,702.0,Others,Product not required anymore,RVP,Textured Travel Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/1JKA/64799eccd55b7d0c634427c1/-462389061-multi-MODEL.jpg
RT115953945,Fri Jun 16 14:38:29 IST 2023,462364826001,LWOB16171122,8905371649143,Men-Laptop Bags,LEATHER WORLD,1,733.0,Did not like the product,Did not like the product,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/4IKU/6479982cd55b7d0c63434c2e/-462364826-brown-MODEL.jpg
RT115968261,Fri Jun 16 13:47:18 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,733.0,Defective/Damage Product received,Color faded washed out,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
RT115956656,Fri Jun 16 13:32:46 IST 2023,462462240001,LWWC16176115,8905372446048,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,721.0,Defective/Damage Product received,Received damaged,RVP,Unisex 10 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/Big9/6479917bd55b7d0c6342555a/-462462240-blue-MODEL.jpg
RT115939863,Fri Jun 16 13:23:20 IST 2023,462504150001,LWBP20213018,8905372049546,Men-Backpacks,FLY FASHION,1,1008.0,Wrong Item Shipped ,Different product delivered,RVP,Laptop Back Pack with Brand Logo ,https://assets.ajio.com/medias/sys_master/root/20220530/P0Vg/6294ac82f997dd03e245b429/-462504150-blue-MODEL.jpg
RT115921886,Fri Jun 16 10:32:54 IST 2023,462364041001,LWDB19204063,8905371649280,Men-Travel Bags,LEATHER WORLD,1,847.0,Did not like the product,Not happy with product quality,RVP,Textured Duffle Bag,https://assets.ajio.com/medias/sys_master/root/20230602/EaZu/6479a093d55b7d0c63445fda/-462364041-black-MODEL.jpg
RT115933383,Fri Jun 16 10:11:53 IST 2023,462418329001,LWOB19201078,8905372589646,Men-Laptop Bags,LEATHER WORLD,1,882.0,Did not like the product,Did not like the product,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/HSVp/64799ed8d55b7d0c6344296d/-462418329-black-MODEL.jpg
RT115904760,Fri Jun 16 00:24:17 IST 2023,462389205001,LWBP19203067,8905372938802,Men-Backpacks,LEATHER WORLD,1,702.0,Size/Colour Issue,Size is smaller than expected,RVP,Textured Everyday Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/xdjr/6479976342f9e729d7192a88/-462389205-brown-MODEL.jpg
RT115885922,Thu Jun 15 22:42:46 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,733.0,Did not like the product,Not happy with product quality,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
RT115902291,Thu Jun 15 22:19:26 IST 2023,462314479001,LWOB16171071,8905371648924,Men-Laptop Bags,LEATHER WORLD,1,710.0,Size/Colour Issue,Size is larger than expected,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/sN9I/6479615842f9e729d71280f4/-462314479-brown-MODEL.jpg
RT115895292,Thu Jun 15 21:32:00 IST 2023,462365249001,LWOB16171125,8905371649112,Men-Laptop Bags,LEATHER WORLD,1,878.0,Size/Colour Issue,Size is larger than expected,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/LtZr/64799688d55b7d0c63430c46/-462365249-brown-MODEL.jpg
RT115895272,Thu Jun 15 21:27:10 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT115881472,Thu Jun 15 20:25:02 IST 2023,462218089001,LWSB20213015,8905370901662,Men-Fashion Bags,LEATHER WORLD,1,420.0,Size/Colour Issue,Size is smaller than expected,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/lspr/64797d20d55b7d0c633fa2b5/-462218089-brown-MODEL.jpg
RT115868467,Thu Jun 15 19:41:51 IST 2023,462418269001,LWOB19201079,8905372589639,Men-Laptop Bags,LEATHER WORLD,1,882.0,Did not like the product,Does not look good on me,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/fsrv/6479957d42f9e729d718e1ea/-462418269-brown-MODEL.jpg
RT115880384,Thu Jun 15 19:41:05 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT115848623,Thu Jun 15 19:03:56 IST 2023,462364041001,LWDB19204063,8905371649280,Men-Travel Bags,LEATHER WORLD,1,847.0,Did not like the product,Not happy with product quality,RVP,Textured Duffle Bag,https://assets.ajio.com/medias/sys_master/root/20230602/EaZu/6479a093d55b7d0c63445fda/-462364041-black-MODEL.jpg
RT115847628,Thu Jun 15 19:02:21 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Defective/Damage Product received,Received damaged,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT115868263,Thu Jun 15 18:52:40 IST 2023,462417971001,LWHK2020101,8905372938758,Men-Backpacks,LEATHER WORLD,1,668.0,Did not like the product,Not happy with product quality,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20230602/r4PB/6479a29c42f9e729d71a97a2/-462417971-black-MODEL.jpg
RT115851519,Thu Jun 15 18:52:31 IST 2023,463084566001,LWDB214103,8905471600488,Men-Sports & Utility Bag,LEATHER WORLD,1,687.0,Did not like the product,Does not look good on me,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT115847200,Thu Jun 15 17:14:41 IST 2023,462364273001,LWDB19204061,8905371649235,Men-Travel Bags,LEATHER WORLD,1,893.0,Others,Product not required anymore,RVP,Textured Travel Bag,https://assets.ajio.com/medias/sys_master/root/20230602/F5xX/64797f5942f9e729d715db15/-462364273-brown-MODEL.jpg
RT115857096,Thu Jun 15 17:07:23 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Size/Colour Issue,Size is smaller than expected,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT115822847,Thu Jun 15 17:05:58 IST 2023,462218354001,LWSB20213009,8905370901723,Men-Fashion Bags,LEATHER WORLD,1,595.0,Size/Colour Issue,Size is smaller than expected,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/7p8b/64798144d55b7d0c634017c1/-462218354-brown-MODEL.jpg
RT115849010,Thu Jun 15 16:23:52 IST 2023,462519756001,LWBP20213016,8905372049171,Men-Fashion Bags,FLY FASHION,1,475.0,Size/Colour Issue,Size is larger than expected,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20230602/0whN/6479a39c42f9e729d71ab7b0/-462519756-black-MODEL.jpg
RT115831530,Thu Jun 15 16:23:21 IST 2023,462277952001,LWSB20213023,8905370901808,Men-Fashion Bags,LEATHER WORLD,1,565.0,Did not like the product,Does not look good on me,RVP,Sling Bag with Detachable Strap ,https://assets.ajio.com/medias/sys_master/root/20230602/syIK/6479817d42f9e729d716272f/-462277952-brown-MODEL.jpg
RT115823481,Thu Jun 15 15:30:27 IST 2023,462364826001,LWOB16171122,8905371649143,Men-Laptop Bags,LEATHER WORLD,1,733.0,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/4IKU/6479982cd55b7d0c63434c2e/-462364826-brown-MODEL.jpg
RT115824472,Thu Jun 15 15:09:50 IST 2023,462587952001,FLYOB202101,8905468485715,Men-Laptop Bags,FLY FASHION,1,553.0,Did not like the product,Not happy with product quality,RVP,Colourblock Laptop Bag with Detachable Strap ,https://assets.ajio.com/medias/sys_master/root/20230602/pB62/6479a50b42f9e729d71ae566/-462587952-silver-MODEL.jpg
RT115827255,Thu Jun 15 14:32:52 IST 2023,462418613001,LWHK2020102,8905372938741,Men-Backpacks,LEATHER WORLD,1,668.0,Wrong Item Shipped ,Different product delivered,RVP,Textured Back Pack,https://assets.ajio.com/medias/sys_master/root/20230602/aJOB/6479a13142f9e729d71a6bc3/-462418613-black-MODEL.jpg
RT115811487,Thu Jun 15 14:27:46 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Size/Colour Issue,Size is smaller than expected,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT115802515,Thu Jun 15 14:21:26 IST 2023,463084566001,LWDB214103,8905471600488,Men-Sports & Utility Bag,LEATHER WORLD,2,1374.0,Others,Others,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT115823191,Thu Jun 15 14:09:54 IST 2023,462418269001,LWOB19201079,8905372589639,Men-Laptop Bags,LEATHER WORLD,1,882.0,Defective/Damage Product received,Received defective merchandise,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/fsrv/6479957d42f9e729d718e1ea/-462418269-brown-MODEL.jpg
RT115703435,Thu Jun 15 14:05:09 IST 2023,462469791001,LWWC16176107,8905372446055,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,721.0,Others,Others,RVP, Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/1wmv/64798eb1d55b7d0c6341f197/-462469791-brown-MODEL.jpg
RT115774285,Thu Jun 15 11:07:29 IST 2023,463084566001,LWDB214103,8905471600488,Men-Sports & Utility Bag,LEATHER WORLD,1,687.0,Others,Ordered by mistake,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT115773326,Thu Jun 15 10:59:19 IST 2023,462364041001,LWDB19204063,8905371649280,Men-Travel Bags,LEATHER WORLD,1,847.0,Size/Colour Issue,Size is larger than expected,RVP,Textured Duffle Bag,https://assets.ajio.com/medias/sys_master/root/20230602/EaZu/6479a093d55b7d0c63445fda/-462364041-black-MODEL.jpg
RT115757664,Thu Jun 15 10:57:12 IST 2023,462389205001,LWBP19203067,8905372938802,Men-Backpacks,LEATHER WORLD,1,702.0,Did not like the product,Does not look good on me,RVP,Textured Everyday Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/xdjr/6479976342f9e729d7192a88/-462389205-brown-MODEL.jpg
RT115757664,Thu Jun 15 10:57:12 IST 2023,462314346001,LWOB16171149,8905371649020,Men-Laptop Bags,LEATHER WORLD,1,794.0,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/Bxxs/6479820ad55b7d0c634034b1/-462314346-brown-MODEL.jpg
RT115757664,Thu Jun 15 10:57:12 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,733.0,Did not like the product,Does not look good on me,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
