Return Order No,Cust Return Created Date,JioCode,SELLER_SKU,EAN,Category,Brand,Return QTY,Return Value,Return Reason,Return Sub reason,Return type,Listing Name,Image URL
RT116349035,Sun Jun 18 23:40:24 IST 2023,462389061001,LWBP19203068,8905372938796,Men-Backpacks,LEATHER WORLD,2,1405.0,Defective/Damage Product received,Received damaged,RVP,Textured Travel Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/1JKA/64799eccd55b7d0c634427c1/-462389061-multi-MODEL.jpg
RT116319743,Sun Jun 18 22:21:09 IST 2023,462389205001,LWBP19203067,8905372938802,Men-Backpacks,LEATHER WORLD,1,702.0,Did not like the product,Not happy with product quality,RVP,Textured Everyday Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/xdjr/6479976342f9e729d7192a88/-462389205-brown-MODEL.jpg
RT116329445,Sun Jun 18 22:13:13 IST 2023,462462240001,LWWC16176115,8905372446048,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,721.0,Wrong Item Shipped,Different product delivered,RVP,Unisex 10 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/Big9/6479917bd55b7d0c6342555a/-462462240-blue-MODEL.jpg
RT116332347,Sun Jun 18 22:08:42 IST 2023,462389205001,LWBP19203067,8905372938802,Men-Backpacks,LEATHER WORLD,1,702.0,Size/Colour Issue,Size is larger than expected,RVP,Textured Everyday Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/xdjr/6479976342f9e729d7192a88/-462389205-brown-MODEL.jpg
RT116316693,Sun Jun 18 21:40:39 IST 2023,462462221001,LWWC16176076,8905372445980,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,763.0,Others,Bad experience,RVP,Unisex 12 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/qW7p/64799e71d55b7d0c63441cb5/-462462221-blue-MODEL.jpg
RT116322597,Sun Jun 18 21:30:24 IST 2023,462218354001,LWSB20213009,8905370901723,Men-Fashion Bags,LEATHER WORLD,1,595.0,Did not like the product,Not happy with product quality,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/7p8b/64798144d55b7d0c634017c1/-462218354-brown-MODEL.jpg
RT116309622,Sun Jun 18 19:52:18 IST 2023,462507599001,LWBP20213029,8905372049430,Men-Backpacks,FLY FASHION,1,664.0,Wrong Item Shipped,Different product delivered,RVP,Laptop Backpack with Branding,https://assets.ajio.com/medias/sys_master/root/20230602/F2sG/64799d3ad55b7d0c6343f7c5/-462507599-black-MODEL.jpg
RT116309605,Sun Jun 18 19:47:08 IST 2023,462314479001,LWOB16171071,8905371648924,Men-Laptop Bags,LEATHER WORLD,1,710.0,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/sN9I/6479615842f9e729d71280f4/-462314479-brown-MODEL.jpg
RT116295923,Sun Jun 18 19:06:56 IST 2023,462314114001,LWOB16171124,8905371649129,Men-Laptop Bags,LEATHER WORLD,1,878.0,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/RB1N/64797fe342f9e729d715edfc/-462314114-brown-MODEL.jpg
RT116282943,Sun Jun 18 17:45:43 IST 2023,462519756001,LWBP20213016,8905372049171,Men-Fashion Bags,FLY FASHION,1,475.0,Did not like the product,Not happy with product quality,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20230602/0whN/6479a39c42f9e729d71ab7b0/-462519756-black-MODEL.jpg
RT116279866,Sun Jun 18 16:29:17 IST 2023,462519756001,LWBP20213016,8905372049171,Men-Fashion Bags,FLY FASHION,1,475.0,Did not like the product,Does not look good on me,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20230602/0whN/6479a39c42f9e729d71ab7b0/-462519756-black-MODEL.jpg
RT116273974,Sun Jun 18 15:53:19 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT116294186,Sun Jun 18 14:54:39 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,488.0,Size/Colour Issue,Want to change style color,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
RT116276647,Sun Jun 18 14:28:02 IST 2023,462462239001,LWWC16176117,8905372446031,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,721.0,Size/Colour Issue,Want to change style color,RVP,Unisex 10 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/luRp/647995b6d55b7d0c6342eb88/-462462239-black-MODEL.jpg
RT116293078,Sun Jun 18 14:15:50 IST 2023,462314479001,LWOB16171071,8905371648924,Men-Laptop Bags,LEATHER WORLD,1,710.0,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/sN9I/6479615842f9e729d71280f4/-462314479-brown-MODEL.jpg
RT116293078,Sun Jun 18 14:15:50 IST 2023,462587952001,FLYOB202101,8905468485715,Men-Laptop Bags,FLY FASHION,1,553.0,Did not like the product,Does not look good on me,RVP,Colourblock Laptop Bag with Detachable Strap ,https://assets.ajio.com/medias/sys_master/root/20230602/pB62/6479a50b42f9e729d71ae566/-462587952-silver-MODEL.jpg
RT116290161,Sun Jun 18 14:09:04 IST 2023,462418329001,LWOB19201078,8905372589646,Men-Laptop Bags,LEATHER WORLD,1,882.0,Others,Found better product,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/HSVp/64799ed8d55b7d0c6344296d/-462418329-black-MODEL.jpg
RT116269706,Sun Jun 18 14:01:16 IST 2023,462462221001,LWWC16176076,8905372445980,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,763.0,Size/Colour Issue,Size is smaller than expected,RVP,Unisex 12 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/qW7p/64799e71d55b7d0c63441cb5/-462462221-blue-MODEL.jpg
RT116288119,Sun Jun 18 13:47:21 IST 2023,462418269001,LWOB19201079,8905372589639,Men-Laptop Bags,LEATHER WORLD,1,882.0,Did not like the product,Does not look good on me,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/fsrv/6479957d42f9e729d718e1ea/-462418269-brown-MODEL.jpg
RT116256938,Sun Jun 18 13:40:29 IST 2023,462418269001,LWOB19201079,8905372589639,Men-Laptop Bags,LEATHER WORLD,1,882.0,Defective/Damage Product received,Received defective merchandise,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/fsrv/6479957d42f9e729d718e1ea/-462418269-brown-MODEL.jpg
RT116273393,Sun Jun 18 13:02:35 IST 2023,462462240001,LWWC16176115,8905372446048,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,721.0,Wrong Item Shipped ,Product not as displayed on website,RVP,Unisex 10 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20230602/Big9/6479917bd55b7d0c6342555a/-462462240-blue-MODEL.jpg
RT116274197,Sun Jun 18 12:30:26 IST 2023,462314114001,LWOB16171124,8905371649129,Men-Laptop Bags,LEATHER WORLD,1,878.0,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/RB1N/64797fe342f9e729d715edfc/-462314114-brown-MODEL.jpg
RT116254748,Sun Jun 18 12:25:34 IST 2023,462389061001,LWBP19203068,8905372938796,Men-Backpacks,LEATHER WORLD,1,702.0,Size/Colour Issue,Want to change style color,RVP,Textured Travel Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/1JKA/64799eccd55b7d0c634427c1/-462389061-multi-MODEL.jpg
RT116268293,Sun Jun 18 12:03:19 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Did not like the product,Did not like color,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT116235935,Sun Jun 18 11:17:34 IST 2023,462418629001,LWHK2020103,8905372938734,Men-Backpacks,LEATHER WORLD,1,668.0,Defective/Damage Product received,Color faded washed out,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20230602/mzQQ/64798266d55b7d0c6340428d/-462418629-grey-MODEL.jpg
RT116267068,Sun Jun 18 10:59:01 IST 2023,462587916003,FLYOB202105,8905468485678,Men-Laptop Bags,FLY FASHION,1,553.0,Did not like the product,Not happy with product quality,RVP, Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/gl1Z/6294acb9aeb26921aff34911/-462587916-black-MODEL.jpg
RT116263184,Sun Jun 18 10:51:25 IST 2023,462327854001,LWDB19204089,8905371649228,Men-Travel Bags,LEATHER WORLD,1,893.0,Defective/Damage Product received,Received damaged,RVP,Textured Travel Bag,https://assets.ajio.com/medias/sys_master/root/20230602/nfOA/64795c73d55b7d0c633c7a1f/-462327854-brown-MODEL.jpg
RT116235757,Sun Jun 18 10:23:24 IST 2023,462329710001,LWDB19204084,8905371649266,Men-Travel Bags,LEATHER WORLD,1,848.0,Did not like the product,Does not look good on me,RVP,Textured Duffle Bag,https://assets.ajio.com/medias/sys_master/root/20230602/y5fd/64797f2bd55b7d0c633fd06d/-462329710-brown-MODEL.jpg
RT116238685,Sun Jun 18 10:08:38 IST 2023,462329704001,LWDB16174014,8905371649174,Men-Travel Bags,LEATHER WORLD,1,733.0,Did not like the product,Not happy with product quality,RVP,Colourblock Travel Bag,https://assets.ajio.com/medias/sys_master/root/20230602/5qQS/64795fbcd55b7d0c633ce4dc/-462329704-blue-MODEL.jpg
RT116253215,Sun Jun 18 09:53:12 IST 2023,462364041001,LWDB19204063,8905371649280,Men-Travel Bags,LEATHER WORLD,1,847.0,Did not like the product,Not happy with product quality,RVP,Textured Duffle Bag,https://assets.ajio.com/medias/sys_master/root/20230602/EaZu/6479a093d55b7d0c63445fda/-462364041-black-MODEL.jpg
RT116230388,Sat Jun 17 23:26:44 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,733.0,Did not like the product,Not happy with product quality,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
RT116217623,Sat Jun 17 22:43:39 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,733.0,Did not like the product,Does not look good on me,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
RT116217623,Sat Jun 17 22:43:39 IST 2023,462389013001,LWBP19203082,8905372938833,Men-Backpacks,LEATHER WORLD,1,733.0,Did not like the product,Does not look good on me,RVP,Textured Back Pack Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/1fsV/647991e8d55b7d0c634264dd/-462389013-black-MODEL.jpg
RT116224372,Sat Jun 17 22:24:44 IST 2023,462314479001,LWOB16171071,8905371648924,Men-Laptop Bags,LEATHER WORLD,1,710.0,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/sN9I/6479615842f9e729d71280f4/-462314479-brown-MODEL.jpg
RT116237037,Sat Jun 17 22:23:49 IST 2023,462389061001,LWBP19203068,8905372938796,Men-Backpacks,LEATHER WORLD,1,702.0,Defective/Damage Product received,Received defective merchandise,RVP,Textured Travel Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/1JKA/64799eccd55b7d0c634427c1/-462389061-multi-MODEL.jpg
RT116207832,Sat Jun 17 22:04:24 IST 2023,462501023001,FLYSB202103,8905372049263,Men-Fashion Bags,FLY FASHION,1,183.0,Others,Found better product,RVP,Messenger Bag with Signature Branding,https://assets.ajio.com/medias/sys_master/root/20230602/49aT/647987b5d55b7d0c634100a5/-462501023-grey-MODEL.jpg
RT116202890,Sat Jun 17 21:34:35 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT116200781,Sat Jun 17 21:07:36 IST 2023,462364041001,LWDB19204063,8905371649280,Men-Travel Bags,LEATHER WORLD,1,847.0,Defective/Damage Product received,Received defective merchandise,RVP,Textured Duffle Bag,https://assets.ajio.com/medias/sys_master/root/20230602/EaZu/6479a093d55b7d0c63445fda/-462364041-black-MODEL.jpg
RT116218253,Sat Jun 17 21:04:53 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT116204385,Sat Jun 17 19:25:20 IST 2023,462389200001,LWBP19203084,8905372938819,Men-Backpacks,LEATHER WORLD,1,733.0,Did not like the product,Not happy with product quality,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/42Xk/64798c3442f9e729d7179a82/-462389200-multi-MODEL.jpg
RT116205260,Sat Jun 17 19:13:27 IST 2023,462329286001,LWOB16171120,8905371649167,Men-Laptop Bags,LEATHER WORLD,1,733.0,Did not like the product,Did not like color,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20230602/kgBa/64797fad42f9e729d715e67d/-462329286-black-MODEL.jpg
RT116194582,Sat Jun 17 19:09:30 IST 2023,462389061001,LWBP19203068,8905372938796,Men-Backpacks,LEATHER WORLD,1,702.0,Did not like the product,Does not look good on me,RVP,Textured Travel Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20230602/1JKA/64799eccd55b7d0c634427c1/-462389061-multi-MODEL.jpg
