return_id,order_item_id,fulfilment_type,return_requested_date,return_approval_date,return_status,return_reason,return_sub_reason,return_type,return_result,return_expectation,reverse_logistics_tracking_id,sku,fsn,product_title,quantity,return_completion_type,primary_pv_output,detailed_pv_output,final_condition_of_returned_product,tech_visit_sla,tech_visit_by_date,tech_visit_completion_datetime,tech_visit_completion_breach,return_completion_sla,return_complete_by_date,return_completion_date,return_completion_breach,return_cancellation_date,return_cancellation_reason
RI:12202828823459760183,OI:12824550513266400,Non FBF,,2023-06-06,completed,QUALITY_ISSUE,QUALITY_NOT_AS_EXPECTED,customer_return,Refund,wait_refund,RTr:FMPR0443503010,SKU:FLYSB202104SP,,Grey Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-16,NotBreached,,QUALITY_ISSUE
RI:10302829080464248707,OI:22828848171523900,Non FBF,,2023-06-06,completed,order_cancelled,quality_issues,courier_return,Refund,wait_refund,RTr:FMPC2808790365,SKU:FLYSB202104SP,,Grey Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-08,NotBreached,,order_cancelled
RI:12202829245084023625,OI:428245204385197100,Non FBF,,2023-06-06,completed,QUALITY_ISSUES,POOR_QUALITY,customer_return,Refund,wait_refund,RTr:FMPR0443590871,SKU:LWSB16173015,,Leatherworld Brown Sling Bag Cross Body Sling Bag,1,,,,,,,,,,,2023-06-17,NotBreached,,QUALITY_ISSUES
RI:12102828487375323148,OI:328247379425375101,Non FBF,,2023-06-06,completed,QUALITY_ISSUES,PERFORMANCE_ISSUES,customer_return,Refund,wait_refund,RTr:FMPR0443297821,SKU:LWBP20213016,,Fly Fashion Black Shoulder Bag Shoulder Sling Bag Men Crossbody Backpack Women,1,,,,,,,,,,,2023-06-15,NotBreached,,QUALITY_ISSUES
RI:10302829257021786101,OI:428281292422882100,Non FBF,,2023-06-06,completed,order_cancelled,different_size_color,courier_return,Refund,wait_refund,RTr:FMPC2808760248,SKU:LWWC16176094B,,Leatherworld Storage Organizer Display Case Watch Box Blue  Holds 6 Watches,1,,,,,,,,,,,2023-06-17,NotBreached,,order_cancelled
RI:10302828488056236801,OI:328255998038433100,Non FBF,,2023-06-06,completed,order_cancelled,different_size_color,courier_return,Refund,wait_refund,RTr:FMPP1705672051,SKU:LWBP20213015,,Fly Fashion Blue Shoulder Bag Shoulder Sling Bag Men Crossbody Backpack Women,1,,,,,,,,,,,2023-06-14,NotBreached,,order_cancelled
RI:10202828646983097301,OI:328241448615783100,Non FBF,,2023-06-06,completed,Attempts_Exhausted,Attempts_Exhausted,courier_return,Refund,wait_refund,RTr:FMPC2796353041,SKU:LWWC16176114B,,Leatherworld Watch Storage Box Watch Organizer Watch Collection 8 Slot Watch Box Blue  Holds 8 Watches,1,Delivered,,,,,,,,,,2023-06-09,NotBreached,,Attempts_Exhausted
RI:10302829008907742736,OI:22827496604745500,Non FBF,,2023-06-06,completed,MP_CANCELLATION,bulk_order,courier_return,Refund,wait_refund,RTr:FMPP1708844108,SKU:LWDB19204062,,Leatherworld Duffel Bag Luggage Travel Bag Duffel Without Wheels,1,,,,,,,,,,,2023-06-08,NotBreached,,MP_CANCELLATION
RI:12202828915227241633,OI:328271962000464100,Non FBF,,2023-06-06,completed,QUALITY_ISSUES,DUPLICATE_PRODUCT,customer_return,Refund,wait_refund,RTr:FMPR0443433140,SKU:LWBP20213015,,Fly Fashion Blue Shoulder Bag Shoulder Sling Bag Men Crossbody Backpack Women,1,,,,,,,,,,,2023-06-17,NotBreached,,QUALITY_ISSUES
RI:10202829025146830646,OI:428264015782740100,Non FBF,,2023-06-06,completed,order_cancelled,delivery_time_long,courier_return,Refund,wait_refund,RTr:FMPC2803466512,SKU:LWHK2020103,,Leatherworld Adventure Hiking Bag trekking Bag Plus Duffel Bag Rucksack  - 45 L Black  Grey,1,,,,,,,,,,,2023-06-19,NotBreached,,order_cancelled
RI:10102828538495673427,OI:328200752530891100,Non FBF,,2023-06-06,init,Rejected_by_Customer,Rejected_by_Customer,courier_return,Refund,wait_refund,RTr:FMPC2786979787,SKU:LWBP20213016,,Fly Fashion Black Shoulder Bag Shoulder Sling Bag Men Crossbody Backpack Women,1,,,,,,,,,,,,NotBreached,,Rejected_by_Customer
RI:10202828892292984087,OI:328244966522322100,Non FBF,,2023-06-06,completed,Do_not_want_the_product,Do_not_want_the_product,courier_return,Refund,wait_refund,RTr:FMPC2796270346,SKU:LWDB16174014C,,Leatherworld Expandable Large super premium quality light weight duffel bag men Duffel Without Wheels,1,Delivered,,,,,,,,,,2023-06-13,NotBreached,,Do_not_want_the_product
RI:12302829180844843418,OI:12825578420187300,Non FBF,,2023-06-06,completed,SIZE_FIT_ISSUES,FIT_NOT_AS_EXPECTED,customer_return,Refund,wait_refund,RTr:FMPR0443597772,SKU:LWSB16173019SP,,Tan Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-10,NotBreached,,SIZE_FIT_ISSUES
RI:10202829136640866741,OI:428274916780078100,Non FBF,,2023-06-06,completed,order_cancelled,expensive_now,courier_return,Refund,wait_refund,RTr:FMPC2806229754,SKU:LWHK2020102-S,,Leatherworld Adventure Hiking Bag trekking Bag Plus Duffel Bag Rucksack,1,,,,,,,,,,,2023-06-16,NotBreached,,order_cancelled
RI:10202828974854637464,OI:22828398540278800,Non FBF,,2023-06-06,completed,order_cancelled,quality_issues,courier_return,Refund,wait_refund,RTr:FMPC2808811365,SKU:LWSB19203026SP,,Tan Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-06,NotBreached,,order_cancelled
RI:10202828540762407173,OI:428240473410328100,Non FBF,,2023-06-06,init,Shipment_damage,Shipment_damage,courier_return,new-tech-addition,wait_reship,RTr:FMPP1702400785,SKU:28LB2204,,Leatherworld Women Casual Brown Genuine Leather Belt,1,,,,,,,,,,,,NotBreached,,Shipment_damage
RI:10102828521668892136,OI:428222347079175100,Non FBF,,2023-06-06,completed,Rejected_by_Customer,Rejected_by_Customer,courier_return,Refund,wait_refund,RTr:FMPC2791720699,SKU:LWDB16174014C,,Leatherworld Expandable Large super premium quality light weight duffel bag men Duffel Without Wheels,1,Delivered,,,,,,,,,,2023-06-15,NotBreached,,Rejected_by_Customer
RI:10302828917772756265,OI:22828329075757900,Non FBF,,2023-06-06,completed,order_cancelled,mind_changed,courier_return,Refund,wait_refund,RTr:FMPC2808791862,SKU:LWSB19203024SP,,Black Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-06,NotBreached,,order_cancelled
RI:12102829139164351031,OI:12824680878053300,Non FBF,,2023-06-06,completed,QUALITY_ISSUE,QUALITY_NOT_AS_EXPECTED,customer_return,Refund,wait_refund,RTr:FMPR0443645895,SKU:LWSB16173016SP,,Tan Sling Bag Sling Bag,1,,,,,,,,,,,2023-06-19,NotBreached,,QUALITY_ISSUE
RI:12102828486798920606,OI:328247379425375100,Non FBF,,2023-06-06,completed,QUALITY_ISSUES,POOR_QUALITY,customer_return,Refund,wait_refund,RTr:FMPR0443293319,SKU:LWBP20213014,,Fly Fashion Grey  Black Shoulder Bag Shoulder Sling Bag Men Cross Body Women,1,,,,,,,,,,,2023-06-15,NotBreached,,QUALITY_ISSUES
RI:10102828918870293543,OI:428237461684265100,Non FBF,,2023-06-06,completed,Customer Rejection via OTP,Customer Rejection via OTP,courier_return,Refund,wait_refund,RTr:FMPP1701360470,SKU:LWWC16176094B,,Leatherworld Storage Organizer Display Case Watch Box Blue  Holds 6 Watches,1,,,,,,,,,,,2023-06-19,NotBreached,,Customer Rejection via OTP
RI:10102829615169620831,OI:428262733980297100,Non FBF,,2023-06-07,init,Rejected_by_Customer,Rejected_by_Customer,courier_return,Refund,wait_refund,RTr:FMPC2801672380,SKU:LWOB16171149,,Leatherworld Laptop Office Bag Brief Case 15.6 inch Medium Briefcase - For Men & Women Brown,1,,,,,,,,,,,,NotBreached,,Rejected_by_Customer
RI:10302830172120757433,OI:22825323051426700,Non FBF,,2023-06-07,init,order_cancelled,not_serviceable,courier_return,Refund,wait_refund,RTr:FMPC2798963486,SKU:LWSB19203024SP,,Black Sling Bag Messenger Sling Bag,1,,,,,,,,,,,,NotBreached,,order_cancelled
RI:12202828913847354175,OI:328239850386093100,Non FBF,,2023-06-07,init,COLOR_STYLE_ISSUES,COLOR_NOT_AS_DESCRIBED,customer_return,Replace,replace_expect,RTr:FMPR0443831831,SKU:FLYSB202105,,Fly Fashion Black Sling Bag Travel Cross Body Shoulder,1,,,,,,,,,,,,NotBreached,,COLOR_STYLE_ISSUES
RI:12202829686226776713,OI:22824397777336900,Non FBF,,2023-06-07,completed,QUALITY_ISSUE,QUALITY_NOT_AS_EXPECTED,customer_return,Refund,wait_refund,RTr:FMPR0443759440,SKU:LWSB16173019SP,,Tan Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-15,NotBreached,,QUALITY_ISSUE
RI:10202829863949234746,OI:328235711898634100,Non FBF,,2023-06-07,completed,Customer Rejection via OTP,Customer Rejection via OTP,courier_return,Refund,wait_refund,RTr:FMPP1701182308,SKU:LWWC16176059D,,Leatherworld Watch Storage Box Watch Organizer Watch case Watch Collection Set 8 Slot Watch Box Black  Holds 8 Watches,1,,,,,,,,,,,2023-06-17,NotBreached,,Customer Rejection via OTP
RI:10102829697587644455,OI:328254467072693100,Non FBF,,2023-06-07,completed,order_cancelled,quality_issues,courier_return,Refund,wait_refund,RTr:FMPC2799221327,SKU:LWBP20213015,,Fly Fashion Blue Shoulder Bag Shoulder Sling Bag Men Crossbody Backpack Women,1,,,,,,,,,,,2023-06-19,NotBreached,,order_cancelled
RI:12302829681294267672,OI:328258888892788105,Non FBF,,2023-06-07,completed,CUSTOMER_REMORSE,CUSTOMER_DOES_NOT_WANT,customer_return,Refund,wait_refund,RTr:FMPR0443751863,SKU:LWDB19204062,,Leatherworld Duffel Bag Luggage Travel Bag Duffel Without Wheels,1,,,,,,,,,,,2023-06-10,NotBreached,,CUSTOMER_REMORSE
RI:12102829496030160531,OI:328246000304021100,Non FBF,,2023-06-07,completed,QUALITY_ISSUES,POOR_QUALITY,customer_return,Refund,wait_refund,RTr:FMPR0443713700,SKU:FLYDB224004,,Fly Fashion Duffle Bags For Gym Men and Women Gym Duffel Bag,1,,,,,,,,,,,2023-06-19,NotBreached,,QUALITY_ISSUES
RI:10202829630833442460,OI:22825404260493300,Non FBF,,2023-06-07,completed,Rejected_by_Customer,Rejected_by_Customer,courier_return,Refund,wait_refund,RTr:FMPC2798970369,SKU:FLYSB202105SP,,Black Sling Bag Messenger Sling Bag,1,Delivered,,,,,,,,,,2023-06-14,NotBreached,,Rejected_by_Customer
RI:12202829348914842312,OI:328250454799444100,Non FBF,,2023-06-07,completed,QUALITY_ISSUES,POOR_QUALITY,customer_return,Refund,wait_refund,RTr:FMPR0443654430,SKU:32LWGW2245,,Leatherworld Men Casual  Party  Party  Formal Black Genuine Leather Belt,1,,,,,,,,,,,2023-06-13,NotBreached,,QUALITY_ISSUES
RI:12202829713562404460,OI:428149702147612100,Non FBF,,2023-06-07,completed,SIZE_FIT_ISSUES,FIT_NOT_AS_EXPECTED,customer_return,Refund,wait_refund,RTr:FMPR0443782741,SKU:LWHK2020106,,Leatherworld Adventure Stylish Water Resistance Trekking Hiking Travel Bag Rucksack With Shoe Compartments Rucksack  - 55 L Yellow,1,,,,,,,,,,,2023-06-15,NotBreached,,SIZE_FIT_ISSUES
RI:10302829912665587286,OI:328250639344929100,Non FBF,,2023-06-07,completed,order_cancelled,expensive_now,courier_return,Refund,wait_refund,RTr:FMPC2798854677,SKU:LWWC16176138,,Leatherworld Watch Storage Box Watch Organizer Case 4 Watch Box Beige  Holds 4 Watches,1,,,,,,,,,,,2023-06-18,NotBreached,,order_cancelled
RI:10302829322466764151,OI:428261345645329100,Non FBF,,2023-06-07,completed,order_cancelled,expensive_now,courier_return,Refund,wait_refund,RTr:FMPC2801336278,SKU:LWSB21501SP,,Leatherworld Brown Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-15,NotBreached,,order_cancelled
RI:10202829774177704658,OI:328245754666413100,Non FBF,,2023-06-07,completed,Customer Rejection via OTP,Customer Rejection via OTP,courier_return,Refund,wait_refund,RTr:5963926021185,SKU:LWWC16176094B,,Leatherworld Storage Organizer Display Case Watch Box Blue  Holds 6 Watches,1,Delivered,,,,,,,,,,2023-06-15,NotBreached,,Customer Rejection via OTP
RI:10302829627381343666,OI:328266142332230100,Non FBF,,2023-06-07,completed,order_cancelled,different_size_color,courier_return,Refund,wait_refund,RTr:1344882496016,SKU:LWDB19204062,,Leatherworld Duffel Bag Luggage Travel Bag Duffel Without Wheels,1,,,,,,,,,,,2023-06-16,NotBreached,,order_cancelled
RI:10202829538889110378,OI:328230598940153100,Non FBF,,2023-06-07,completed,Attempts_Exhausted,Attempts_Exhausted,courier_return,Refund,wait_refund,RTr:FMPC2793965386,SKU:LWHK2020101,,Leatherworld Adventure Hiking Bag trekking Bag Plus Duffel Bag Rucksack  - 40 L Black  White,1,Delivered,,,,,,,,,,2023-06-15,NotBreached,,Attempts_Exhausted
RI:12102830099536896148,OI:22825373719635700,Non FBF,,2023-06-07,completed,MISSHIPMENT,DIFFERENT_SIZE_RECEIVED,customer_return,Refund,wait_refund,RTr:FMPR0443969153,SKU:LWSB19203024SP,,Black Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-16,NotBreached,,MISSHIPMENT
RI:10202829825947818501,OI:328280479608956100,Non FBF,,2023-06-07,completed,order_cancelled,change_ship_address,courier_return,Refund,wait_refund,RTr:FMPP1710432071,SKU:LWWC16176077,,Leatherworld PU Leather Watch Box Beige  Holds 4 Watches,1,,,,,,,,,,,2023-06-16,NotBreached,,order_cancelled
RI:12102829069305134243,OI:328244365995850101,Non FBF,,2023-06-07,completed,SIZE_FIT_ISSUES,SIZE_SMALLER,customer_return,Refund,wait_refund,RTr:FMPR0443842861,SKU:LWSB19203024SP,,Black Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-16,NotBreached,,SIZE_FIT_ISSUES
RI:10302829658805905677,OI:328283379954694100,Non FBF,,2023-06-07,completed,order_cancelled,mind_changed,courier_return,Refund,wait_refund,RTr:FMPP1710450069,SKU:LWSB19203024,,Leatherworld Black Sling Bag Cross body Messenger Bag,1,,,,,,,,,,,2023-06-14,NotBreached,,order_cancelled
RI:12302830135879135806,OI:428236796349828100,Non FBF,,2023-06-07,completed,SIZE_FIT_ISSUES,SIZE_SMALLER,customer_return,Refund,wait_refund,RTr:FMPR0443919628,SKU:LWOB202104,,Leatherworld Professional Office Laptop Messenger Bag Tan  21 L,1,,,,,,,,,,,2023-06-14,NotBreached,,SIZE_FIT_ISSUES
RI:10102829713627491068,OI:428296902995558100,Non FBF,,2023-06-07,completed,order_cancelled,delivery_time_long,courier_return,Refund,wait_refund,RTr:5963939109881,SKU:LWHK2020102,,Leatherworld Adventure Hiking Bag trekking Bag Plus Duffel Bag Rucksack  - 40 L Black  Yellow,1,,,,,,,,,,,2023-06-07,NotBreached,,order_cancelled
RI:10302829891147552244,OI:12828374143097900,Non FBF,,2023-06-07,completed,order_cancelled,mind_changed,courier_return,Refund,wait_refund,RTr:5963937005445,SKU:LWSB16173019SP,,Tan Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-16,NotBreached,,order_cancelled
RI:10102830098021695353,OI:428288721957531100,Non FBF,,2023-06-07,completed,order_cancelled,different_size_color,courier_return,Refund,wait_refund,RTr:FMPP1711934180,SKU:LWDB19204062,,Leatherworld Duffel Bag Luggage Travel Bag Duffel Without Wheels,1,,,,,,,,,,,2023-06-17,NotBreached,,order_cancelled
RI:10302829771840797381,OI:428290831402508100,Non FBF,,2023-06-07,completed,order_cancelled,expensive_now,courier_return,Refund,wait_refund,RTr:FMPC2811250541,SKU:LWBP20213015,,Fly Fashion Blue Shoulder Bag Shoulder Sling Bag Men Crossbody Backpack Women,1,,,,,,,,,,,2023-06-07,NotBreached,,order_cancelled
RI:10302829658459141318,OI:328283388305958100,Non FBF,,2023-06-07,completed,order_cancelled,mind_changed,courier_return,Refund,wait_refund,RTr:FMPP1710447570,SKU:LWSB19203024,,Leatherworld Black Sling Bag Cross body Messenger Bag,1,,,,,,,,,,,2023-06-14,NotBreached,,order_cancelled
RI:10202830171136347461,OI:328240802415481100,Non FBF,,2023-06-07,completed,order_cancelled,not_serviceable,courier_return,Refund,wait_refund,RTr:FMPC2796261846,SKU:LWOB202104,,Leatherworld Professional Office Laptop Messenger Bag Tan  21 L,1,,,,,,,,,,,2023-06-19,NotBreached,,order_cancelled
RI:10102829468449300033,OI:428223337263846100,Non FBF,,2023-06-07,completed,Rejected_by_Customer,Rejected_by_Customer,courier_return,Refund,wait_refund,RTr:FMPC2791716698,SKU:LWDB224098,,Leatherworld Leatherete Travel Gym bags for Men and Women Gym Duffel Bag,1,Delivered,,,,,,,,,,2023-06-16,NotBreached,,Rejected_by_Customer
RI:10102829938919625186,OI:428291359492377100,Non FBF,,2023-06-07,completed,shield_cancellation,shield_cancellation,courier_return,Refund,wait_refund,RTr:FMPC2811242541,SKU:LWHK2020102-S,,Leatherworld Adventure Hiking Bag trekking Bag Plus Duffel Bag Rucksack,1,,,,,,,,,,,2023-06-16,NotBreached,,shield_cancellation
RI:10202831022689027478,OI:22830498135585400,Non FBF,,2023-06-08,completed,order_cancelled,mind_changed,courier_return,Refund,wait_refund,RTr:FMPC2813815107,SKU:FLYSB202106SP,,Blue Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-19,NotBreached,,order_cancelled
RI:10302830601758263100,OI:328301012272841103,Non FBF,,2023-06-08,completed,order_cancelled,change_ship_address,courier_return,Refund,wait_refund,RTr:FMPP1713464093,SKU:LWOB16171125,,Leatherworld 16 inch Expandable Laptop Messenger Bag Tan,1,,,,,,,,,,,2023-06-08,NotBreached,,order_cancelled
RI:12302830131764974312,OI:328262716535832100,Non FBF,,2023-06-08,init,COLOR_SIZE_ISSUE,SIZE_WAS_SMALLER,customer_return,Refund,wait_refund,RTr:5666341920,SKU:LWDB19204059,,Leatherworld Duffel Bag Luggage Bag with shoe Compartments Duffel Without Wheels,1,,,,,,,,,,,,NotBreached,,COLOR_SIZE_ISSUE
RI:10302830609835383863,OI:22830583369778100,Non FBF,,2023-06-08,completed,order_cancelled,mind_changed,courier_return,Refund,wait_refund,RTr:FMPC2813849202,SKU:LWSB19203026SP,,Tan Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-08,NotBreached,,order_cancelled
RI:10202830339401606551,OI:328231038776028100,Non FBF,,2023-06-08,completed,Attempt_Exhausted,Attempt_Exhausted,courier_return,Refund,wait_refund,RTr:FMPC2793968385,SKU:LWHK2020105,,Leatherworld Adventure Stylish Water Resistance Trekking Hiking Travel Bag Rucksack  - 45 L Purple,1,Delivered,,,,,,,,,,2023-06-14,NotBreached,,Attempt_Exhausted
RI:10302830686370436830,OI:328278970471758100,Non FBF,,2023-06-08,completed,order_cancelled,expensive_now,courier_return,Refund,wait_refund,RTr:FMPP1708850111,SKU:FLYDB224005,,Fly Fashion Duffle Bags For Gym Men and Women Gym Duffel Bag,1,,,,,,,,,,,2023-06-14,NotBreached,,order_cancelled
RI:12202830590673695170,OI:428246890644477100,Non FBF,,2023-06-08,completed,SIZE_FIT_ISSUES,FIT_NOT_AS_EXPECTED,customer_return,Refund,wait_refund,RTr:FMPR0444031060,SKU:LWSB19203024,,Leatherworld Black Sling Bag Cross body Messenger Bag,1,,,,,,,,,,,2023-06-14,NotBreached,,SIZE_FIT_ISSUES
RI:10102830633544096114,OI:12825509047475000,Non FBF,,2023-06-08,init,Customer Rejection via OTP,Customer Rejection via OTP,courier_return,Refund,wait_refund,RTr:FMPP1705664750,SKU:LWSB16173019SP,,Tan Sling Bag Messenger Sling Bag,1,,,,,,,,,,,,NotBreached,,Customer Rejection via OTP
RI:10102830729601042351,OI:12830122133322100,Non FBF,,2023-06-08,completed,order_cancelled,not_available_at_home,courier_return,Refund,wait_refund,RTr:FMPP1713521648,SKU:LWSB19203024SP,,Black Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-08,NotBreached,,order_cancelled
RI:10302830403508010166,OI:328296807832490101,Non FBF,,2023-06-08,completed,order_cancelled,mind_changed,courier_return,Refund,wait_refund,RTr:FMPC2811250039,SKU:LWSB16173015,,Leatherworld Brown Sling Bag Cross Body Sling Bag,1,,,,,,,,,,,2023-06-15,NotBreached,,order_cancelled
RI:10102830581826226835,OI:328238606008655100,Non FBF,,2023-06-08,init,Rejected_by_Customer,Rejected_by_Customer,courier_return,Refund,wait_refund,RTr:FMPC2796263359,SKU:LWHK2020102,,Leatherworld Adventure Hiking Bag trekking Bag Plus Duffel Bag Rucksack  - 40 L Black  Yellow,1,,,,,,,,,,,,NotBreached,,Rejected_by_Customer
RI:10302830613910728638,OI:22830137105380900,Non FBF,,2023-06-08,completed,order_cancelled,expensive_now,courier_return,Refund,wait_refund,RTr:FMPC2813796107,SKU:LWHK2020105SP,,Adventure Waterproof Trekking Bag Rucksack  - 55 L Blue,1,,,,,,,,,,,2023-06-08,NotBreached,,order_cancelled
RI:10302830205337854103,OI:12827444658120200,Non FBF,,2023-06-08,completed,order_cancelled,change_ship_address,courier_return,Refund,wait_refund,RTr:FMPC2806291118,SKU:LWSB16173008SP,,Black Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-11,NotBreached,,order_cancelled
RI:10302830444111975385,OI:428278991897300100,Non FBF,,2023-06-08,completed,order_cancelled,quality_issues,courier_return,Refund,wait_refund,RTr:FMPC2806220492,SKU:LWBP20213016,,Fly Fashion Black Shoulder Bag Shoulder Sling Bag Men Crossbody Backpack Women,1,,,,,,,,,,,2023-06-14,NotBreached,,order_cancelled
RI:10302830771139086371,OI:428273671577230100,Non FBF,,2023-06-08,completed,order_cancelled,others,courier_return,Refund,wait_refund,RTr:FMPC2806302977,SKU:LWOB16171124B,,Leatherworld 16 inch Expandable Laptop Messenger Bag Brown,1,,,,,,,,,,,2023-06-16,NotBreached,,order_cancelled
RI:10202831021301114433,OI:12829984100020300,Non FBF,,2023-06-08,completed,order_cancelled,different_size_color,courier_return,Refund,wait_refund,RTr:FMPC2813791610,SKU:LWSB19203024SP,,Black Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-18,NotBreached,,order_cancelled
RI:12302829102590202004,OI:428254604522374100,Non FBF,,2023-06-08,init,QUALITY_ISSUES,POOR_QUALITY,customer_return,Refund,wait_refund,RTr:FMPR0444077924,SKU:LWOB202103,,Leatherworld Professional Office Laptop Messenger Bag Brown  21 L,1,,,,,,,,,,,,NotBreached,,QUALITY_ISSUES
RI:10202830807346345318,OI:428302155855138100,Non FBF,,2023-06-08,completed,shield_cancellation,shield_cancellation,courier_return,Refund,wait_refund,RTr:FMPC2813660321,SKU:LWDB19204062,,Leatherworld Duffel Bag Luggage Travel Bag Duffel Without Wheels,1,,,,,,,,,,,2023-06-10,NotBreached,,shield_cancellation
RI:10202830888945813878,OI:12827066190798600,Non FBF,,2023-06-08,completed,order_cancelled,not_serviceable,courier_return,Refund,wait_refund,RTr:FMPC2803530763,SKU:LWSB19203026SP,,Tan Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-14,NotBreached,,order_cancelled
RI:10102830719480874857,OI:22829893686406200,Non FBF,,2023-06-08,completed,shield_cancellation,shield_cancellation,courier_return,Refund,wait_refund,RTr:FMPC2813816106,SKU:LWSB19203024SP,,Black Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-08,NotBreached,,shield_cancellation
RI:10102831038746091784,OI:328293107028191100,Non FBF,,2023-06-08,completed,order_cancelled,different_size_color,courier_return,Refund,wait_refund,RTr:FMPC2811284618,SKU:LWWC161761340,,Leatherworld Luxury Designer Watch Box Organizer Holder case Watch Box Black  Holds 6 Watches,1,,,,,,,,,,,2023-06-16,NotBreached,,order_cancelled
RI:10102830705964866513,OI:12828111187451100,Non FBF,,2023-06-08,completed,order_cancelled,different_size_color,courier_return,Refund,wait_refund,RTr:FMPP1710465436,SKU:LWSB16173010SP,,Tan Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-19,NotBreached,,order_cancelled
RI:10202830833513434810,OI:428306399885160100,Non FBF,,2023-06-08,completed,order_cancelled,different_size_color,courier_return,Refund,wait_refund,RTr:SF599621462FK,SKU:LWSB16173008,,Leatherworld Black Sling Bag Cross body Sling Bag,1,,,,,,,,,,,2023-06-10,NotBreached,,order_cancelled
RI:10302830686955610225,OI:12828864334288900,Non FBF,,2023-06-08,completed,order_cancelled,delivery_time_long,courier_return,Refund,wait_refund,RTr:FMPC2811315565,SKU:LWSB19203026SP,,Tan Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-15,NotBreached,,order_cancelled
RI:12102830423758215873,OI:428251865046661100,Non FBF,,2023-06-08,completed,DAMAGED_PRODUCT,DAMAGED_PRODUCT_RECEIVED,customer_return,Replace,replace_expect,RTr:FMPR0444031324,SKU:LWTP202101,,Leatherworld Leatherette Expandable Travel Toiletry Shaving Kit Toiletry Shaving Bag Travel Shaving Kit & Bag Black,1,,,,,,,,,,,2023-06-18,NotBreached,,DAMAGED_PRODUCT
RI:10302830671606991500,OI:22830123591605300,Non FBF,,2023-06-08,completed,order_cancelled,different_size_color,courier_return,Refund,wait_refund,RTr:FMPC2813812106,SKU:LWSB16173010SP,,Tan Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-08,NotBreached,,order_cancelled
RI:10302830724360932487,OI:22830651777456400,Non FBF,,2023-06-08,completed,shield_cancellation,shield_cancellation,courier_return,Refund,wait_refund,RTr:FMPC2814240030,SKU:LWSB19203024SP,,Black Sling Bag Messenger Sling Bag,1,,,,,,,,,,,2023-06-08,NotBreached,,shield_cancellation
RI:10302830216630803148,OI:428290854519848100,Non FBF,,2023-06-08,completed,order_cancelled,mind_changed,courier_return,Refund,wait_refund,RTr:FMPP1711973048,SKU:LWSB16173010,,Leatherworld Tan Sling Bag Cross body Sling Bag,1,,,,,,,,,,,2023-06-15,NotBreached,,order_cancelled
RI:10102830487970544534,OI:428206480822590100,Non FBF,,2023-06-08,completed,Rejected_by_Customer,Rejected_by_Customer,courier_return,Refund,wait_refund,RTr:FMPC2786972789,SKU:LWHK2020102,,Leatherworld Adventure Hiking Bag trekking Bag Plus Duffel Bag Rucksack  - 40 L Black  Yellow,1,Delivered,,,,,,,,,,2023-06-14,NotBreached,,Rejected_by_Customer
RI:10202830289745393667,OI:428195449014032100,Non FBF,,2023-06-08,completed,Shipment_Unattended,Shipment_Unattended,courier_return,new-tech-addition,wait_reship,RTr:FMPC2785182276,SKU:LWSB19203026,,Leatherworld Tan Sling Bag Cross body Messenger Bag,1,Delivered,,,,,,,,,,2023-06-15,NotBreached,,Shipment_Unattended
RI:10202830393113883158,OI:428218172151349100,Non FBF,,2023-06-08,completed,Attempts_Exhausted,Attempts_Exhausted,courier_return,Refund,wait_refund,RTr:FMPC2789443186,SKU:LWWC226140,,Leatherworld luxury designer Watch Box Case Organizer Holder Watch Box Black  Holds 6 Watches,1,Delivered,,,,,,,,,,2023-06-13,NotBreached,,Attempts_Exhausted
RI:10202830629347252246,OI:428244896512612100,Non FBF,,2023-06-08,completed,order_cancelled,delivery_time_long,courier_return,Refund,wait_refund,RTr:FMPC2796266857,SKU:LWHK2020105,,Leatherworld Adventure Stylish Water Resistance Trekking Hiking Travel Bag Rucksack  - 45 L Purple,1,,,,,,,,,,,2023-06-17,NotBreached,,order_cancelled
